id,title,vote,answer,view_num,link,time,author,reputation,combination,issues being discuss,solution,question contain code,Solution type,Solved,answer or highest vote,Symptoms ,SDLC,Special case,Taxonomy_Second,Taxonomy_Third
56466822,Can C++ be called from C# compiled to wasm?,8,1,465,https://stackoverflow.com/questions/56466822/can-c-be-called-from-c-sharp-compiled-to-wasm,2019-06-05 19:27:12,Stan Wijckmans,101,c#|c++|javascript,"Does anyone know if it's currently possible to call C++ from C# compiled to wasm (or an Uno Platform app to be more precise)?
I managed to compile a C++ function to wasm and call it from JavaScript. ","P/Invoke is supported since last month by the mono-wasm runtime, using two modes:
Dynamic linking of an arbitrary WebAssembly module, when running with the mono interpreter
Static linking of LLVM bitcode files generated by prior emscripten invocations, when running under mono's AOT(7 votes)",No,"SA1, SA2.1, SB1, SB2",Yes,7,Interfacing,Design,,Interfacing choice,
808692,Creating an interactive shell for .NET apps and embed scripting languages like python/iron python into it,13,6,4510,https://stackoverflow.com/questions/808692/creating-an-interactive-shell-for-net-apps-and-embed-scripting-languages-like-p,2009-04-30 19:43:36,Developer,14.5k,c#|python|shell,"how would i go about designing a program (using c#) that can be extended using Python interactively(for this to be possible, i would imagine that i would need to create some sort of a ""shell"" or ""interactive"" mode for the .net program) ?",This sounds like a great use of IronPython.(12 votes),No,"SA1, SA2.1, SB1, SB2",Yes,12,Interfacing,Design,,Interfacing choice,
27458502,How to run interactive shell command inside node.js?,15,3,13119,https://stackoverflow.com/questions/27458502/how-to-run-interactive-shell-command-inside-node-js,2014-12-13 11:54:31,Wunsch Punsch,306,javascript|python|shell,"I have to run some interactive shell command inside node.js. Lets our interactive shell be $ python
This code does not output anything (but stdout should be 2).
But if it would, there will be another problem: how to make it interactive? The process ends when I call pythonChildProcess.stdin.end();! But I just wanted to end stdin and write next stdin!","First and foremost, one of the things preventing node from interfacing with other interactive shells is that the child application must keep its ""interactive"" behavior, even when stdin doesn't look like a terminal. python here knew that its stdin wasn't a terminal, so it refused to work. This can be overridden by adding the -i flag to the python command.(5 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,9,Interfacing,Coding,,Invocation mechanism,Explicit interfacing
138355,Calling .NET assembly from Java: JVM crashes,11,4,14886,https://stackoverflow.com/questions/138355/calling-net-assembly-from-java-jvm-crashes,2008-09-26 08:55:29,Kcats,864,c#|c++|java,"I have a third party .NET Assembly and a large Java application. I need to call mothods provided by the .NET class library from the Java application. The assembly is not COM-enabled. 
When I try to run the java class, the Java VM crashes while invoking the method (it is able to load the library)",The JVM crash is caused by unhandled System.IO.FileNotFoundException. The exception is thrown because the .NET assembly is searched in the folder where the calling exe file resides.(10 votes),Yes,"SA2.1, SB1",Yes,10,Interfacing,Coding,Self-answer,Invocation mechanism,Explicit interfacing
6378022,Java .NET interop,6,4,7239,https://stackoverflow.com/questions/6378022/java-net-interop,2011-06-16 20:13:08,StrangeWill,2057,c#|c++|java,"Need a Java application which can load and upload native libraries, use JNI and call a C++ wrapper but fail to load, swap the files to C# one, success to load but fail to find any function","have a look at third-party Java to .NET Bridges like: Javonet, JNBridge (7 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,6,Interfacing,Coding,Self-answer,Interfacing choice,
8878676,Compile error: “g++: error trying to exec 'cc1plus': execvp: No such file or directory”,96,9,126838,https://stackoverflow.com/questions/8878676/compile-error-g-error-trying-to-exec-cc1plus-execvp-no-such-file-or-dir,2012-01-16 10:26:44,Zeyi Fan,1473,c++|php|shell,"Error occurs when compiling C/C++ program with popen in php, but works fine when running php code in shell",need to install gcc-c++ package(126 votes),Yes,"SA2.1, SA2.2, SB1",Yes,135,Build,Coding,,,
1158396,How to implement a scripting language into a C application?,15,8,4442,https://stackoverflow.com/questions/1158396/how-to-implement-a-scripting-language-into-a-c-application,2009-07-21 10:32:13,Michael Stum,163k,c++|php|python,How does embedding and communication between my app and the scripts actually work?,link: document from the Python website for embedding Python (7 votes),Yes,"SA1, SB2",Yes,8,Interfacing,Coding,,Interfacing choice,
551227,Deploying application with Python or another embedded scripting language,18,4,4707,https://stackoverflow.com/questions/551227/deploying-application-with-python-or-another-embedded-scripting-language,2009-02-15 17:12:33,John Smith,4137,c++|javascript|python,"I'm thinking about using Python as an embedded scripting language in a hobby project written in C++. I would not like to depend on separately installed Python distribution. Python documentation seems to be quite clear about general usage, but I couldn't find a clear answer to this.
Is it feasible to deploy a Python interpreter + standard library with my application? Would some other language like Lua, Javascript (Spidermonkey), Ruby, etc. be better for this use?","Link your application to the python library (pythonXX.lib on Windows) and add the following to your main() function.

Py_NoSiteFlag = 1;  // Disable importing site.py
Py_Initialize();    // Create a python interpreter (18 votes)",No,"SA2.1, SA2.2, SB1",Yes,18,Interfacing,Design,,Interfacing choice,
20972788,How to invoke external scripts/programs from node.js,23,2,28820,https://stackoverflow.com/questions/20972788/how-to-invoke-external-scripts-programs-from-node-js,2014-01-07 13:23:56,alh,2181,c++|javascript|python,"I have a C++ program and a Python script that I want to incorporate into my node.js web app.
I want to use them to parse the files that are uploaded to my site; it may take a few seconds to process, so I would avoid to block the app as well.
How can I just accept the file then just run the C++ program and script in a sub-process from a node.js controller?",see child_process.(39 votes),No,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,39,Interfacing,Coding,,Interfacing choice,
6807119,Mixing python with a faster language for optimization in GAE,10,2,1001,https://stackoverflow.com/questions/6807119/mixing-python-with-a-faster-language-for-optimization-in-gae,2011-07-24 13:43:44,Durden81,888,c++|java|python,"I'm a newbie in the Python and GAE world and I have a question. With Python the normal approach is to only optimize the code when needed, fixing the more urgent bottlenecks. And one of the ways to achieve that is by rewriting the most critical parts of the program in C.","See Can I write parts of the Google App Engine code in Java, other parts in Python? for how to use multiple languages.(9 votes)",No,"SA1, SA2.1, SB1, SB2",Yes,9,Language choice,Design,,,
40314756,Securely Exposing C# REST API to scripting language such as Python,9,2,696,https://stackoverflow.com/questions/40314756/securely-exposing-c-sharp-rest-api-to-scripting-language-such-as-python,2016-10-29 00:10:47,Robben_Ford_Fan_boy,7134,c#|javascript|python,My C# REST API are called from an AngularJS web app. I secure the Web API by authenticating the user and ensuring the user is part of a specific windows group.,Use exactly the same authentication method you are currently using.(3 votes),No,"SA2.2, SB1",Yes,3,Security,Coding,,,
3684742,How to run a shell command through PHP code?,8,4,9448,https://stackoverflow.com/questions/3684742/how-to-run-a-shell-command-through-php-code,2010-09-10 12:52:58,Nishant Shrivastava,2093,java|php|shell,"I just checked apache's error log and the last error I found was :
sh: java: command not found
But as I have already said,I have been using the same command through SSH to run the Java command.So there's no such possibility of not having JAVA installed on the server.Please help me out of this mess...",If the jar file writes to standard output you can use exec.(3 votes),Yes,"SA2.1, SA2.2, SB1",Yes,3,Interfacing,Coding,,Invocation mechanism,Explicit interfacing
62643102,Creating a DSL expressions parser / rules engine,7,7,2127,https://stackoverflow.com/questions/62643102/creating-a-dsl-expressions-parser-rules-engine,2020-06-29 16:58:43,ed1t,"7,869",javascript|java|python,"I'm building an app which has a feature for embedding expressions/rules in a config yaml file. So for example user can reference a variable defined in yaml file like ${variables.name == 'John'} or ${is_equal(variables.name, 'John')}. I can probably get by with simple expressions but I want to support complex rules/expressions such ${variables.name == 'John'} and (${variables.age > 18} OR ${variables.adult == true})

I'm looking for a parsing/dsl/rules-engine library that can support these type of expressions and normalize it. I'm open using ruby, javascript, java, or python if anyone knows of a library for that languages.

One option I thought of was to just support javascript as conditons/rules and basically pass it through eval with the right context setup with access to variables and other reference-able vars.","I don't know if you use Golang or not, but if you use it, I recommend this https://github.com/antonmedv/expr.

I have used it for parsing bot strategy that (stock options bot). This is from my test unit:
(code snippet)

Combine it with regex and you have good (if not great, string translator).

And for Java, I personally use https://github.com/ridencww/expression-evaluator but not for production. It has similar feature with above link.

It supports many condition and you don't have to worry about Parentheses and Brackets.
(code snippet)",No,"SA2.2, SB1,SB2",Yes,3,Language choice,Design,,,
