id,title,vote,answer,view_num,link,time,author,reputation,combination,relevant
2420193,How to avoid Dependency Injection constructor madness?,305,9,68426,https://stackoverflow.com/questions/2420193/how-to-avoid-dependency-injection-constructor-madness,Mar 10 '10 at 20:08,JP Richardson,34.4k,c#|java,no
34062595,Strange definitions of TRUE and FALSE macros,303,6,22053,https://stackoverflow.com/questions/34062595/strange-definitions-of-true-and-false-macros,2015-12-03 09:46:32,Keshava GN,4060,c|c++,no
5919996,"How to detect reliably Mac OS X, iOS, Linux, Windows in C preprocessor? [duplicate]",300,3,155767,https://stackoverflow.com/questions/5919996/how-to-detect-reliably-mac-os-x-ios-linux-windows-in-c-preprocessor,2011-05-07 08:37:51,eonil,72.6k,c|c++,no
9688200,"Difference between shared objects (.so), static libraries (.a), and DLL's (.so)?",279,4,163076,https://stackoverflow.com/questions/9688200/difference-between-shared-objects-so-static-libraries-a-and-dlls-so,2012-03-13 16:37:53,Cloud,16.5k,c|c++,no
1119134,How do malloc() and free() work?,277,13,145817,https://stackoverflow.com/questions/1119134/how-do-malloc-and-free-work,2009-07-13 12:22:18,Namratha Patil,9440,c|c++,no
143174,How do I get the directory that a program is running from?,273,23,510854,https://stackoverflow.com/questions/143174/how-do-i-get-the-directory-that-a-program-is-running-from,2008-09-27 07:18:29,Ashwin Nanjappa,65.3k,c|c++,no
13198131,How to save an HTML5 Canvas as an image on a server?,267,8,337661,https://stackoverflow.com/questions/13198131/how-to-save-an-html5-canvas-as-an-image-on-a-server,2012-11-02 15:18:46,nathan lachenmyer,4500,javascript|php,no
2745074,Fast ceiling of an integer division in C / C++,266,10,155292,https://stackoverflow.com/questions/2745074/fast-ceiling-of-an-integer-division-in-c-c,2010-04-30 14:16:53,andand,15k,c|c++,no
11980458,Bundler not including .min files,261,9,96037,https://stackoverflow.com/questions/11980458/bundler-not-including-min-files,2012-08-16 03:46:48,Fatal,3339,c#|javascript,no
323517,Is there an equivalent for var_dump (PHP) in Javascript?,260,18,298302,https://stackoverflow.com/questions/323517/is-there-an-equivalent-for-var-dump-php-in-javascript,2008-11-27 11:29:30,eddy147,4606,javascript|php,no
1515437,Java: function for arrays like PHP's join()?,259,22,126534,https://stackoverflow.com/questions/1515437/java-function-for-arrays-like-phps-join,Oct 4 '09 at 2:27,Nick Heiner,104k,java|php,no
3162030,Difference between angle bracket < > and double quotes ??¨² ??¨´ while including header files in C++? [duplicate],256,2,141640,https://stackoverflow.com/questions/3162030/difference-between-angle-bracket-and-double-quotes-while-including-heade,2010-07-01 22:07:54,Sulla,6475,c|c++,no
51032,Is there a difference between foo(void) and foo() in C++ or C?,255,4,69535,https://stackoverflow.com/questions/51032/is-there-a-difference-between-foovoid-and-foo-in-c-or-c,2008-09-09 00:48:23,Landon,13.3k,c|c++,no
484635,Are global variables bad? [closed],253,28,116832,https://stackoverflow.com/questions/484635/are-global-variables-bad,2009-01-27 18:35:09,,,c|c++,no
5171502,.c vs .cc vs. .cpp vs .hpp vs .h vs .cxx [duplicate],247,6,178989,https://stackoverflow.com/questions/5171502/c-vs-cc-vs-cpp-vs-hpp-vs-h-vs-cxx,2011-03-02 18:04:59,user541686,183k,c|c++,no
1637019,How to get the jQuery $.ajax error response text?,238,11,590881,https://stackoverflow.com/questions/1637019/how-to-get-the-jquery-ajax-error-response-text,2009-10-28 12:40:33,jantimon,32k,javascript|php,no
4384765,"What's the difference between __PRETTY_FUNCTION__, __FUNCTION__, __func__?",233,5,123923,https://stackoverflow.com/questions/4384765/whats-the-difference-between-pretty-function-function-func,2010-12-08 06:28:27,Matt Joiner,94.2k,c|c++,no
399003,Is the sizeof(some pointer) always equal to four?,229,17,116671,https://stackoverflow.com/questions/399003/is-the-sizeofsome-pointer-always-equal-to-four,2008-12-29 23:03:23,Joel,13.3k,c|c++,no
4856717,Javascript equivalent of Python's zip function,229,17,77281,https://stackoverflow.com/questions/4856717/javascript-equivalent-of-pythons-zip-function,2011-01-31 22:08:11,pq.,2625,javascript|python,no
784012,JavaScript equivalent of PHP's in_array(),226,20,246581,https://stackoverflow.com/questions/784012/javascript-equivalent-of-phps-in-array,2009-04-23 23:45:57,roflwaffle,24.1k,javascript|php,no
11522151,Typical AngularJS workflow and project structure (with Python Flask),226,6,47381,https://stackoverflow.com/questions/11522151/typical-angularjs-workflow-and-project-structure-with-python-flask,2012-07-17 12:10:07,Sahat Yalkabov,27.7k,javascript|python,no
2339679,What are the differences between .so and .dylib on osx?,225,4,105454,https://stackoverflow.com/questions/2339679/what-are-the-differences-between-so-and-dylib-on-osx,2010-02-26 05:31:20,Trent Davies,2579,c|c++,no
298772,Django Template Variables and Javascript,225,15,228185,https://stackoverflow.com/questions/298772/django-template-variables-and-javascript,2008-11-18 13:52:31,AlMcLean,2579,javascript|python,no
11511511,"How to save a PNG image server-side, from a base64 data string",220,15,374922,https://stackoverflow.com/questions/11511511/how-to-save-a-png-image-server-side-from-a-base64-data-string,2012-07-16 19:48:49,Andrei Oniga,6828,javascript|php,no
1637332,static const vs #define,217,11,154955,https://stackoverflow.com/questions/1637332/static-const-vs-define,2009-10-28 13:44:28,Patrice Bernassola,12.9k,c|c++,no
6893285,Why do function pointer definitions work with any number of ampersands '&' or asterisks '*'?,216,3,15312,https://stackoverflow.com/questions/6893285/why-do-function-pointer-definitions-work-with-any-number-of-ampersands-or-as,2011-08-01 00:37:26,Jimmy,3997,c|c++,no
3777301,How to call a shell script from python code?,215,12,349847,https://stackoverflow.com/questions/3777301/how-to-call-a-shell-script-from-python-code,Sep 23 '10 at 10:12,Umesh K,11.6k,python|shell,yes
18195715,Why is unsigned integer overflow defined behavior but signed integer overflow isn't?,214,5,45992,https://stackoverflow.com/questions/18195715/why-is-unsigned-integer-overflow-defined-behavior-but-signed-integer-overflow-is,2013-08-12 20:04:18,Anthony Vall¡Ì?e-Dubois,6477,c|c++,no
1045845,How to call a JavaScript function from PHP?,210,10,825772,https://stackoverflow.com/questions/1045845/how-to-call-a-javascript-function-from-php,2009-06-25 19:45:42,Zeeshan Rang,16.5k,javascript|php,yes
1893490,What is the difference between conversion specifiers %i and %d in formatted IO functions (*printf / *scanf),206,4,133806,https://stackoverflow.com/questions/1893490/what-is-the-difference-between-conversion-specifiers-i-and-d-in-formatted-io-f,2009-12-12 13:49:34,Ayoub M.,4331,c|c++,no
4706199,Post-increment and pre-increment within a 'for' loop produce same output [duplicate],201,12,199355,https://stackoverflow.com/questions/4706199/post-increment-and-pre-increment-within-a-for-loop-produce-same-output,2011-01-16 15:33:13,theReverseFlick,4994,c|c++,no
7564832,how to bypass Access-Control-Allow-Origin?,200,6,416628,https://stackoverflow.com/questions/7564832/how-to-bypass-access-control-allow-origin,2011-09-27 06:03:12,ETAN,2724,javascript|php,no
2043453,Executing multi-line statements in the one-line command-line?,200,17,151540,https://stackoverflow.com/questions/2043453/executing-multi-line-statements-in-the-one-line-command-line,Jan 11 '10 at 17:11,,,python|shell,no
461449,return statement vs exit() in main(),199,8,72833,https://stackoverflow.com/questions/461449/return-statement-vs-exit-in-main,2009-01-20 14:15:10,Srikanth,10.9k,c|c++,no
31455629,Is there a technical reason to use > (<) instead of != when incrementing by 1 in a 'for' loop?,198,21,14405,https://stackoverflow.com/questions/31455629/is-there-a-technical-reason-to-use-instead-of-when-incrementing-by-1-in,2015-07-16 13:29:37,Zingam,3770,c|c++,no
13946938,What is &&& operation in C,195,2,12688,https://stackoverflow.com/questions/13946938/what-is-operation-in-c,2012-12-19 06:48:10,manav m-n,9810,c|c++,no
2611764,Can I use a binary literal in C or C++?,194,19,371374,https://stackoverflow.com/questions/2611764/can-i-use-a-binary-literal-in-c-or-c,2010-04-10 00:35:10,hamza,2234,c|c++,no
1932311,When to use inline function and when not to use it?,192,14,94628,https://stackoverflow.com/questions/1932311/when-to-use-inline-function-and-when-not-to-use-it,2009-12-19 08:00:25,Ashish,7265,c|c++,no
9429491,How are GCC and g++ bootstrapped?,187,1,18152,https://stackoverflow.com/questions/9429491/how-are-gcc-and-g-bootstrapped,2012-02-24 10:52:57,user1010005,2417,c|c++,no
11132868,fork() branches more than expected?,186,3,7543,https://stackoverflow.com/questions/11132868/fork-branches-more-than-expected,2012-06-21 06:43:33,Nikolay Kovalenko,1717,c|c++,no
5618925,Convert php array to Javascript,185,17,395405,https://stackoverflow.com/questions/5618925/convert-php-array-to-javascript,2011-04-11 08:54:20,user663878,1953,javascript|php,yes
93039,Where are static variables stored in C and C++?,182,16,193290,https://stackoverflow.com/questions/93039/where-are-static-variables-stored-in-c-and-c,2008-09-18 14:29:05,Benoit,33.5k,c|c++,no
1447407,What's the equivalent of Java's Thread.sleep() in JavaScript? [duplicate],180,9,200351,https://stackoverflow.com/questions/1447407/whats-the-equivalent-of-javas-thread-sleep-in-javascript,2009-09-19 01:06:04,Niger,3486,java|javascript,no
4989451,Mutex example / tutorial? [closed],177,8,247810,https://stackoverflow.com/questions/4989451/mutex-example-tutorial,2011-02-14 06:33:46,Nav,15.8k,c|c++,no
991904,Why is there no GIL in the Java Virtual Machine? Why does Python need one so bad?,177,5,17451,https://stackoverflow.com/questions/991904/why-is-there-no-gil-in-the-java-virtual-machine-why-does-python-need-one-so-bad,2009-06-14 01:12:55,AgentLiquid,3303,java|python,no
502856,What's the difference between size_t and int in C++?,175,5,127365,https://stackoverflow.com/questions/502856/whats-the-difference-between-size-t-and-int-in-c,2009-02-02 11:03:54,tunnuz,20.7k,c|c++,no
17035464,A fast method to round a double to a 32-bit int explained,170,3,13528,https://stackoverflow.com/questions/17035464/a-fast-method-to-round-a-double-to-a-32-bit-int-explained,2013-06-11 02:01:34,Yu Hao,108k,c|c++,no
20944784,Why is conversion from string constant to 'char*' valid in C but invalid in C++,167,3,153717,https://stackoverflow.com/questions/20944784/why-is-conversion-from-string-constant-to-char-valid-in-c-but-invalid-in-c,2014-01-06 07:06:42,rullof,5790,c|c++,no
31162367,Significance of ios_base::sync_with_stdio(false); cin.tie(NULL);,165,5,92899,https://stackoverflow.com/questions/31162367/significance-of-ios-basesync-with-stdiofalse-cin-tienull,2015-07-01 13:12:20,Kshitij Kohli,2099,c|c++,no
9520090,How to execute PHP code from the command line?,164,4,231708,https://stackoverflow.com/questions/9520090/how-to-execute-php-code-from-the-command-line,Mar 1 '12 at 16:31,Steve,4430,php|shell,no
21350478,What does ¡°Memory allocated at compile time¡± really mean?,163,13,39501,https://stackoverflow.com/questions/21350478/what-does-memory-allocated-at-compile-time-really-mean,2014-01-25 12:24:05,Talha Sayed,1919,c|c++,no
3591634,How to use __doPostBack(),162,7,404659,https://stackoverflow.com/questions/3591634/how-to-use-dopostback,2010-08-28 17:04:54,Michael Kerute,1641,c#|javascript,no
23980733,jQuery AJAX file upload PHP,162,6,373210,https://stackoverflow.com/questions/23980733/jquery-ajax-file-upload-php,2014-06-01 14:11:23,user2355509,1673,javascript|php,yes
30049962,Why is the alphabet split into multiple ranges in this C code?,161,2,6328,https://stackoverflow.com/questions/30049962/why-is-the-alphabet-split-into-multiple-ranges-in-this-c-code,2015-05-05 10:04:51,Vladimir Ch.,1014,c|c++,no
13237046,How to avoid overflow in expr. A * B - C * D,161,15,7963,https://stackoverflow.com/questions/13237046/how-to-avoid-overflow-in-expr-a-b-c-d,2012-11-05 17:16:08,NGix,2116,c|c++,no
25,How to use the C socket API in C++ on z/OS,160,9,13357,https://stackoverflow.com/questions/25/how-to-use-the-c-socket-api-in-c-on-z-os,2008-08-01 12:13:50,Jax,6158,c|c++,no
10046114,"In CMake, how can I test if the compiler is Clang?",156,5,68792,https://stackoverflow.com/questions/10046114/in-cmake-how-can-i-test-if-the-compiler-is-clang,2012-04-06 16:12:52,leedm777,20.8k,c|c++,no
3825668,Checking for NULL pointer in C/C++ [closed],156,14,317410,https://stackoverflow.com/questions/3825668/checking-for-null-pointer-in-c-c,2010-09-29 20:40:26,Bryan Marble,2949,c|c++,no
525212,How to run Unix shell script from Java code?,155,17,389048,https://stackoverflow.com/questions/525212/how-to-run-unix-shell-script-from-java-code,Feb 8 '09 at 5:32,,,java|shell,yes
39393850,Can num++ be atomic for 'int num'?,154,13,14737,https://stackoverflow.com/questions/39393850/can-num-be-atomic-for-int-num,2016-09-08 14:39:51,Leo Heinsaar,3417,c|c++,no
5713451,Is it safe to parse a /proc/ file?,152,7,14372,https://stackoverflow.com/questions/5713451/is-it-safe-to-parse-a-proc-file,2011-04-19 08:12:44,Kiril Kirov,34.6k,c|c++,no
8719276,Cross-Origin Request Headers(CORS) with PHP headers,152,11,287543,https://stackoverflow.com/questions/8719276/cross-origin-request-headerscors-with-php-headers,2012-01-03 22:03:56,,,javascript|php,no
4971286,Java's final vs. C++'s const,151,11,68926,https://stackoverflow.com/questions/4971286/javas-final-vs-cs-const,2011-02-11 16:07:49,WinWin,6505,c++|java,no
687942,Java Map equivalent in C#,150,3,164950,https://stackoverflow.com/questions/687942/java-map-equivalent-in-c-sharp,Mar 26 '09 at 23:30,,,c#|java,no
7715371,What's the point of const pointers?,149,17,30990,https://stackoverflow.com/questions/7715371/whats-the-point-of-const-pointers,2011-10-10 15:48:02,R. Ruiz.,1565,c|c++,no
933850,How do I find the location of the executable in C? [duplicate],149,9,79922,https://stackoverflow.com/questions/933850/how-do-i-find-the-location-of-the-executable-in-c,2009-06-01 07:29:47,eran,5930,c|c++,no
1068760,Can I pass parameters by reference in Java?,148,7,129509,https://stackoverflow.com/questions/1068760/can-i-pass-parameters-by-reference-in-java,Jul 1 '09 at 11:59,ripper234,192k,c#|java,no
75180,How to display a dynamically allocated array in the Visual Studio debugger?,147,9,56891,https://stackoverflow.com/questions/75180/how-to-display-a-dynamically-allocated-array-in-the-visual-studio-debugger,2008-09-16 18:04:40,Adam Rosenfield,346k,c|c++,no
35207515,What is the purpose of a single pound/hash sign (#) on its own line in the C/C++ preprocessor?,145,3,14001,https://stackoverflow.com/questions/35207515/what-is-the-purpose-of-a-single-pound-hash-sign-on-its-own-line-in-the-c-c,2016-02-04 17:20:57,callyalater,2931,c|c++,no
17209882,Why does C++ rand() seem to generate only numbers of the same order of magnitude?,145,9,9803,https://stackoverflow.com/questions/17209882/why-does-c-rand-seem-to-generate-only-numbers-of-the-same-order-of-magnitude,2013-06-20 09:18:54,Tallaron Mathias,1375,c|c++,no
11636386,How to configure the web.config to allow requests of any length,143,9,210783,https://stackoverflow.com/questions/11636386/how-to-configure-the-web-config-to-allow-requests-of-any-length,2012-07-24 17:44:26,some_bloody_fool,4145,c#|javascript,no
22399572,java.lang.ClassNotFoundException: Didn't find class on path: dexpathlist,143,37,199845,https://stackoverflow.com/questions/22399572/java-lang-classnotfoundexception-didnt-find-class-on-path-dexpathlist,2014-03-14 08:20:12,Karthik Sivam,1985,c++|java,no
2290509,_DEBUG vs NDEBUG,143,6,146331,https://stackoverflow.com/questions/2290509/debug-vs-ndebug,2010-02-18 16:59:37,deft_code,49.2k,c|c++,no
2127797,Significance of -pthread flag when compiling,143,2,86033,https://stackoverflow.com/questions/2127797/significance-of-pthread-flag-when-compiling,2010-01-24 16:33:13,leeeroy,10.2k,c|c++,no
1390983,PHP json_encode encoding numbers as strings,143,17,131737,https://stackoverflow.com/questions/1390983/php-json-encode-encoding-numbers-as-strings,2009-09-07 21:14:55,Chris Barnhill,1737,javascript|php,no
8836093,How can I specify a [DllImport] path at runtime?,142,7,142507,https://stackoverflow.com/questions/8836093/how-can-i-specify-a-dllimport-path-at-runtime,2012-01-12 13:45:46,Jsncrdnl,2626,c#|c++,no
628526,Is short-circuiting logical operators mandated? And evaluation order?,142,7,33482,https://stackoverflow.com/questions/628526/is-short-circuiting-logical-operators-mandated-and-evaluation-order,2009-03-10 00:23:39,Joe Pineda,4867,c|c++,no
4377109,Shell Script: Execute a python program from within a shell script,141,9,495937,https://stackoverflow.com/questions/4377109/shell-script-execute-a-python-program-from-within-a-shell-script,Dec 7 '10 at 13:30,Harpal,8951,python|shell,yes
666519,Difference between RegisterStartupScript and RegisterClientScriptBlock?,140,2,181181,https://stackoverflow.com/questions/666519/difference-between-registerstartupscript-and-registerclientscriptblock,2009-03-20 15:00:24,Xaisoft,41.7k,c#|javascript,no
629017,how does array[100] = {0} set the entire array to 0?,140,4,230570,https://stackoverflow.com/questions/629017/how-does-array100-0-set-the-entire-array-to-0,2009-03-10 05:25:42,Namratha Patil,9440,c|c++,no
86477,Does C# have an equivalent to JavaScript's encodeURIComponent()?,139,7,101897,https://stackoverflow.com/questions/86477/does-c-sharp-have-an-equivalent-to-javascripts-encodeuricomponent,2008-09-17 19:05:10,travis,32.3k,c#|javascript,no
56692117,Why is C++ initial allocation so much larger than C's?,138,2,8141,https://stackoverflow.com/questions/56692117/why-is-c-initial-allocation-so-much-larger-than-cs,2019-06-20 18:43:16,Rerumu,1203,c|c++,no
2855121,What is the purpose of using -pedantic in GCC/G++ compiler?,138,8,116311,https://stackoverflow.com/questions/2855121/what-is-the-purpose-of-using-pedantic-in-gcc-g-compiler,2010-05-18 07:07:52,huahsin68,5991,c|c++,no
5708610,LLVM vs clang on OS X,136,3,29683,https://stackoverflow.com/questions/5708610/llvm-vs-clang-on-os-x,2011-04-18 20:38:25,dominik,5078,c|c++,no
190232,Can a recursive function be inline?,136,9,39625,https://stackoverflow.com/questions/190232/can-a-recursive-function-be-inline,2008-10-10 05:30:44,Ashwin,1403,c|c++,no
682260,Returning JSON from PHP to JavaScript?,136,6,307234,https://stackoverflow.com/questions/682260/returning-json-from-php-to-javascript,2009-03-25 16:00:47,AquinasTub,6815,javascript|php,yes
5369770,bool to int conversion,135,4,141909,https://stackoverflow.com/questions/5369770/bool-to-int-conversion,2011-03-20 16:30:41,pic11,12.1k,c|c++,no
4788965,When would anyone use a union? Is it a remnant from the C-only days?,135,18,75149,https://stackoverflow.com/questions/4788965/when-would-anyone-use-a-union-is-it-a-remnant-from-the-c-only-days,2011-01-25 01:00:00,Russel,2125,c|c++,no
8132399,How to printf uint64_t? Fails with: ¡°spurious trailing ¡®%¡¯ in format¡±,134,3,102406,https://stackoverflow.com/questions/8132399/how-to-printf-uint64-t-fails-with-spurious-trailing-in-format,2011-11-15 06:35:47,Dan,2583,c|c++,no
4980819,What are the GCC default include directories?,134,4,87570,https://stackoverflow.com/questions/4980819/what-are-the-gcc-default-include-directories,2011-02-12 21:45:08,Raxvan,5356,c|c++,no
331536,Windows threading: _beginthread vs _beginthreadex vs CreateThread C++,134,17,94641,https://stackoverflow.com/questions/331536/windows-threading-beginthread-vs-beginthreadex-vs-createthread-c,2008-12-01 17:20:57,Kiril,36.9k,c|c++,no
4289937,How to repeat last command in python interpreter shell?,134,26,158805,https://stackoverflow.com/questions/4289937/how-to-repeat-last-command-in-python-interpreter-shell,Nov 27 '10 at 3:09,kakarukeys,14.5k,python|shell,no
22677415,Why do C and C++ compilers allow array lengths in function signatures when they're never enforced?,133,10,10473,https://stackoverflow.com/questions/22677415/why-do-c-and-c-compilers-allow-array-lengths-in-function-signatures-when-they,2014-03-27 02:58:38,Fanl,1451,c|c++,no
397075,What is the difference between exit() and abort()?,133,5,68467,https://stackoverflow.com/questions/397075/what-is-the-difference-between-exit-and-abort,2008-12-29 03:21:37,,,c|c++,no
19209650,Example images for code and mark-up Q&As [closed],132,1,5802,https://stackoverflow.com/questions/19209650/example-images-for-code-and-mark-up-qas,2013-10-06 13:57:56,Andrew Thompson,161k,java|javascript,no
31309034,"In release mode, code behavior is not as expected",131,2,10260,https://stackoverflow.com/questions/31309034/in-release-mode-code-behavior-is-not-as-expected,2015-07-09 05:41:21,Lorris Lin,943,c|c++,no
18481740,"Pointer expressions: *ptr++, *++ptr and ++*ptr",131,10,66863,https://stackoverflow.com/questions/18481740/pointer-expressions-ptr-ptr-and-ptr,2013-08-28 07:27:33,allocated,1533,c|c++,no
2239519,Is there a way to specify how many characters of a string to print out using printf()?,131,8,111449,https://stackoverflow.com/questions/2239519/is-there-a-way-to-specify-how-many-characters-of-a-string-to-print-out-using-pri,2010-02-10 19:01:07,T.T.T.,27.9k,c|c++,no
12358843,Why are function pointers and data pointers incompatible in C/C++?,130,14,12945,https://stackoverflow.com/questions/12358843/why-are-function-pointers-and-data-pointers-incompatible-in-c-c,2012-09-10 20:21:39,gexicide,33.9k,c|c++,no
2660633,Declaring pointers; asterisk on the left or right of the space between the type and name? [duplicate],130,6,70540,https://stackoverflow.com/questions/2660633/declaring-pointers-asterisk-on-the-left-or-right-of-the-space-between-the-type,2010-04-18 00:37:37,jakogut,3811,c|c++,no
7931204,What is normalized UTF-8 all about?,130,7,16813,https://stackoverflow.com/questions/7931204/what-is-normalized-utf-8-all-about,Oct 28 '11 at 15:14,Xeoncross,48.7k,c|php,no
4885737,Pass a PHP array to a JavaScript function [duplicate],130,4,333563,https://stackoverflow.com/questions/4885737/pass-a-php-array-to-a-javascript-function,2011-02-03 11:48:10,Chirayu,3685,javascript|php,no
34562061,WebDriver click() vs JavaScript click(),130,3,40677,https://stackoverflow.com/questions/34562061/webdriver-click-vs-javascript-click,2016-01-02 02:36:35,alecxe,392k,javascript|python,no
7682477,Why does integer overflow on x86 with GCC cause an infinite loop?,129,6,14073,https://stackoverflow.com/questions/7682477/why-does-integer-overflow-on-x86-with-gcc-cause-an-infinite-loop,2011-10-07 02:24:43,Mysticial,425k,c|c++,no
