accepted,active,ans_num,answer,author,combination,link,question,reputation,time,title,viewed,vote
Accepted,2015-12-09 23:08:32Z,2,,Matteo Monti,"python,c++,multithreading,python-c-api",https://stackoverflow.com/questions/29595222/multithreading-with-python-and-c-api,"I have a C++ program that uses the C api to use a Python library of mine.
, ,In particular, one thread of the C++ program instantiates a Python object that inherits from ,. I need all my C++ threads to be able to call methods on that object. ,From my very first tries (I naively just instantiate the object from the main thread, then wait some time, then call the method) I noticed that the execution of the Python thread associated with the object just created stops as soon as the execution comes back to the C++ program. ,If the execution stays with Python (for example, if I call ,) the execution of the Python thread continues in background and everything works fine until the wait ends and the execution goes back to C++.,I am evidently doing something wrong. What should I do to make , my C++ and Python multithreaded and capable of working with each other nicely? I have no previous experience in the field so please don't assume anything!","7,394",2015-04-12 22:10:08Z,Multithreading with Python and C api,"
                        10k times
                    ","
            10
        "
Accepted,2013-02-08 00:31:52Z,2,,user1164061,"java,python",https://stackoverflow.com/questions/14762048/subprocess-call-in-python-to-invoke-java-jar-files-with-java-opts,"Example code:,How to specify the JAVA_OPTS in the above command? I am getting a 'java.lang.OutOfMemoryError: unable to create new native thread' when I use the above command and I think specifying JAVA_OPTS in the command would solve the problem.,I did specify the JAVA_OPTS in .bashrc file and it had no effect.","3,862",2013-02-07 22:14:39Z,subprocess call in python to invoke java jar files with JAVA_OPTS,"
                        18k times
                    ","
            12
        "
Accepted,2009-06-19 13:15:00Z,5,,Marc Bernier,"java,c++,java-native-interface",https://stackoverflow.com/questions/1014584/force-java-to-call-my-c-destructor-jni,"I thought this question would have been asked before, but I couldn't find it here...,I've used SWIG to create a JNI wrapper around a C++ class. All works great except that Java never seems to call the class's finalize(), so, in turn, my class's destructor never gets called. The class's destructor does some final file I/O, so unfortunately, this isn't just a minor memory leak.,Searching through Google, there doesn't seem to be a way to force Java to GC and destroy an object. True?,I know I could manipulate my SWIG file and create a java function that would call the C++ destructor, but this class is used by end users in several different platforms/languages, so the addition of a Java-only will create an inconsistency that our tech writers aren't going to like.","2,864",2009-06-18 19:02:14Z,Force Java to call my C++ destructor (JNI),"
                        8k times
                    ","
            11
        "
Accepted,2015-07-16 14:33:24Z,1,,piotrMocz,"python,c++,templates,cython",https://stackoverflow.com/questions/31436593/cython-templates-in-python-class-wrappers,"Is there a way to create a Python wrapper for Cython-wrapped C++ class with templates? (i.e. do exactly what is show here but with templates: ,).,I know about the fused types workaround (,) but that doesn't allow you to instatiate classes like ,: the fused types have, quite unsurprisingly, no notion of recursion.,What I would like to achieve is for a wrapped class like:,create a simple Python wrapper:,I'm quite certain that Cython doesn't support that per se, but maybe someone can think of a workaround. I'm not looking for idiomatic or nice examples, I'm just wondering if that's possible in any way.",429,2015-07-15 16:59:51Z,Cython: templates in python class wrappers,"
                        3k times
                    ","
            12
        "
Accepted,2013-01-23 15:18:46Z,3,,Jakub Zak,"php,javascript,jquery,ajax,json",https://stackoverflow.com/questions/14482064/how-to-pass-variables-back-from-php-by-ajax,"I have script from login page which through ajax sends data into php, and php returns if successful or not, I just wonder how can I change my scripts so it would send back also 2 variables and receive it in my login js script so I can create cookies? here are my js and php scripts:,:,:","1,432",2013-01-23 14:28:31Z,How to pass variables back from php by ajax,"
                        5k times
                    ","
            6
        "
Accepted,2013-04-04 15:28:40Z,2,,SeanPlusPlus,"javascript,python,ajax,json,flask",https://stackoverflow.com/questions/15801782/how-to-correctly-pass-a-json-object-to-flask-server-using-jquery-ajax,"i want to pass a json object which contains nested objects from my client to my server.,on the client side, my data structure looks like this:,and my ajax call looks like this:,after posting this data to my server, which is run using python flask, i use the request.form object to inspect what was posted from the client. i'd like the data to be structured the same way, however, this is the output on the server:,as you can see, the response['guests'] object got flattened, and all of its children, such as:,'guests[2][first]',... are just a strings, not elements of their parent response['guests'].,is there a better way to send this block of data from my client to my server, and maintain its structure properly?,thanks!","7,362",2013-04-04 02:58:03Z,how to correctly pass a json object to flask server using jquery ajax,"
                        8k times
                    ","
            7
        "
Accepted,2013-08-08 23:57:35Z,1,,elemjay19,"java,javascript,events,gwt,backbone.js",https://stackoverflow.com/questions/18115260/gwt-custom-event-trigger-in-javascript,"I have an application that is half GWT and half Backbone.js. We're transitioning the app from GWT to Backbone so as we add new components, they're in Backbone. We're also replacing some existing components with Backbone as well. ,There's a component that I'm attempting to replace that still needs to be able to let its GWT container know when certain events occur so that the container can impact other GWT components. I have a native function in GWT that references a Global namespace on which a function is defined in Javascript. That function renders the Backbone component, so GWT doesn't have a reference to the component itself.,I tried defining a custom DOM Event in GWT and then triggering that event from the Backbone code, but either I did it wrong, or that's not the way to do it.,I referenced these questions in creating my custom event: , & ,I made two attempts at triggering the custom event from Backbone and having GWT listen for it, neither worked.,  ,Code common between two attempts is how the Backbone component is rendered and how the event is triggered:,From class ,:,From class ,:,From class ,:,From class ,:,  ,  ,Made another attempt, this has a few more differences than between the first two. When we create our namespace, we do , so that we can trigger events from GWT that the Backbone code will listen for. I decided to try getting it to work in the other direction. It didn't.,From ,:,From ,:  ","1,106",2013-08-07 23:06:11Z,GWT Custom event trigger in Javascript,"
                        2k times
                    ","
            8
        "
Accepted,2016-05-28 11:28:25Z,1,,darren1231,"python,c++,tensorflow",https://stackoverflow.com/questions/37474832/how-to-train-a-model-in-c-with-tensorflow,"I tried to trained a experiment with deep learning model.
I found that tensorflow is the best way to do this.
But there is problem that tensorflow need to be writen in python.
And my program contain many loops.Like this..,I know this is a big drawback for python.
It's very slow than c.
I know tensorfow has a C++ API, but it's not clear.
,
(This is the worst Specification I have ever looked)
Can someone give me an easy example in that?
All I need is two simple code.
One is how to create a graph.
The other is how to load this graph and run it.
I really eager need this.Hope someone can help me out.",73,2016-05-27 04:25:05Z,How to train a model in C++ with tensorflow?,"
                        3k times
                    ","
            6
        "
Accepted,2014-05-27 10:02:59Z,3,,GregD,"c#,c++,visual-studio-2010,dll",https://stackoverflow.com/questions/7276389/confused-over-dll-entry-points-entry-point-not-found-exception,"I'm trying to learn how to use DLL's in C#.  I have a very simple DLL just to test the basics.,And the DLL code:,dumpbin returns the following:,This (and other attempts listed below) have all returned the same exception:,So I am at a loss for how to solve this.  Perhaps I do not understand how DllMain functions as the C# entry point for a DLL.  TestDLL.dll works when I test it in a C++ application.,After searching for help, I've attempted the following changes:,Which results in this from dumpbin,Thus, I changed my C# code:,I've also tried ,:,.,Perhaps I'm misunderstanding the calling conventions.  Any help would be very appreciated.  Thank you.",185,2011-09-01 20:52:30Z,Confused over DLL entry points (entry point not found exception),"
                        34k times
                    ","
            9
        "
Accepted,2017-05-09 08:42:02Z,2,,Keerthivasan,"php,android,linux,bash,shell",https://stackoverflow.com/questions/43633044/generate-android-apk-using-shell-script-from-php,"I'm trying to generate Android , files from shell script, I want to execute a shell script file from PHP. When I run the shell script in the terminal, it works perfectly. If I try to run the script using PHP, the shell script doesn't execute all the commands. The , command in shell script works perfectly, but when executing using PHP, other commands doesn't work. I'm using xampp server in a Linux environment. ,My shell script,Shell script , output,My PHP script,PHP script , output,Note: , outputs file names in the folder,I set all the file permissions for shell script in the xampp server. Can anyone describe where I'm mistaken? Awaiting responses...","1,606",2017-04-26 11:34:46Z,Generate android apk using shell script from php?,"
                        2k times
                    ","
            17
        "
Undetermined,2016-03-14 18:04:14Z,6,,sohaib,"c#,javascript,jquery,asp.net",https://stackoverflow.com/questions/21227506/how-to-call-a-javascript-function-before-and-after-button-click-event-call-in-as,"i have created ""ButtonClick"" function in ASP.NET as following:,i want to know, is it possible to call a javascript function before and after calling asp.net button click function...???,Thanks.",797,2014-01-20 06:25:48Z,How to call a javascript function before and after button click event call in asp.net,"
                        86k times
                    ","
            8
        "
Accepted,2013-06-04 02:32:54Z,1,,Lucas Radaelli,"python,c,dll,ctype",https://stackoverflow.com/questions/16908820/what-is-the-init-function-of-a-dynamic-module-in-python,"I am getting the same error of these other two questions:
,
 and 
,But their solutions are not equal, and didn't work for me as well.,I am trying  to call functions of a shared library that I have wrote in c,  inside my python program.,I compiled my  shared lib like this:,I created a module, and inside this module I  load this lib with:,But when I run the code, I get the following error:,Which is very strange, because if I run  the python interpreteer, and call directly:,I can access the functions of my shared lib.,Any ideas how to solve this?
Thank you.",143,2013-06-04 02:18:05Z,What is the init function of a dynamic module in python?,"
                        3k times
                    ","
            6
        "
Undetermined,2020-04-09 13:41:18Z,2,,foxcub,"c++,python,boost,pickle,boost-serialization",https://stackoverflow.com/questions/7289897/boost-serialization-and-boost-python-two-way-pickle,"I have a C++ library that uses Boost.Serialization. I'm creating Python bindings for this library using Boost.Python. It's fairly clear how to make a pickle suite for Boost.Python that uses Boost.Serialization (save to a string using Boost.Serialization, and return that string to Python).,What I want is the reverse: given a ,, I want to have a , function that would call Python's , function and serialize the resulting string. (Imagine an ,. As I serialize this vector, Boost.Serialization would call the auxiliary , function.)  Is this possible? Better yet, is it possible to use , and bypass giving the control to the Python interpreter?","2,347",2011-09-02 22:43:46Z,Boost.Serialization and Boost.Python two-way pickle,"
                        3k times
                    ","
            6
        "
Accepted,2013-10-08 08:58:14Z,1,,S4M,"python,shell,command-line",https://stackoverflow.com/questions/19243020/in-python-get-the-output-of-system-command-as-a-string,"In python I can run some system command using os or subprocess. The problem is that I can't get the output as a string. For example:,I have an older version of subprocess that doesn't have the function check_out, and I would prefer a solution that doesn't require to update that module since my code will run on a server I don't have full admin rights. ,This problem seems trivial, yet I couldn't find a trivial solution","4,361",2013-10-08 08:44:23Z,"in python, get the output of system command as a string [duplicate]","
                        97k times
                    ","
            26
        "
Accepted,2015-04-24 16:45:01Z,2,,Tomasz Gawel,"java,android,c++,java-native-interface",https://stackoverflow.com/questions/21877127/calling-system-loadlibrary-twice-for-the-same-shared-library,"I have the situation when two jar libraries use the same shared library.
In each library ""the main interface"" class loads the .so file with ,.
My question is: if the user decides to use these two jar libraries in one project, would the second call to , for the same .so file cause any exception? Or is it ""somehowe handled"" by the system to prevent shared libraries from being loaded twice? Or maybe there is a ""commonly known pattern"" to handle such situations?,The jni wrappers are targeted to be used on android. I am the author of both wrapper libs so answering you can assume full control on java sources.","8,067",2014-02-19 10:05:24Z,Calling System.loadLibrary twice for the same shared library,"
                        7k times
                    ","
            15
        "
Accepted,2010-08-16 01:05:44Z,7,,pavanlimo,"java,shell,process,pid",https://stackoverflow.com/questions/3476762/java-hangs-even-though-scripts-execution-is-completed,"I'm trying to execute a script from within my java code which looks like:,The execution of the script is over(it's pid is no more), but java is stuck on , method of the process!.
And yes, I'm reading output and error streams in 2 separate threads. Yes, they are being joined at the end(after ,).,The script basically installs a few RPMs(like 10 or so) and configures them. So the script runs for a little over 60 seconds.,It looks similar to the following:,Shockingly enough, if I put the following line in the script(at the top), Java understands the script is over and it terminates the process perfectly.,For the record, the script doesn't generate any output. Zero chars!. So putting exec statement there makes no sense!,But still, magically enough, putting exec statement in the script makes java work!.
Why??,How can I avoid that illogical exec statement in the script?. ,If you are interested in what installer-script.sh looks like then:,Now, why exec command in the first script is required for Java to know that the process is over?
How can I avoid that exec?, esp. since the first script doesn't produce any output.,Waiting for answers with bated breath!","3,894",2010-08-13 12:28:34Z,Java hangs even though script's execution is completed,"
                        4k times
                    ","
            7
        "
Undetermined,2013-07-03 18:30:09Z,3,,Wiglof,"c++,python,boost-python",https://stackoverflow.com/questions/3712125/how-does-boost-python-work,How is Python able to call C++ objects when the interpreter is C and has been built w/ a C compiler?,89,2010-09-14 19:16:18Z,How does Boost.Python work?,"
                        1k times
                    ","
            8
        "
Accepted,2011-12-02 18:10:35Z,1,,Marcin Bak,"java,android,c,java-native-interface",https://stackoverflow.com/questions/8358375/how-to-return-int-array-from-java-to-jni,"I have to call a Java method from JNI. This Java method returns int array (int[] simpleMethod()). How to call this from JNI to get the array as a return value? 
I know how to do this when method returns void/String/int/etc but couldn't find anything with arrays.
I have some ideas how to work around this but maybe there is simple answer.","1,380",2011-12-02 15:10:53Z,How to return int array from Java to JNI,"
                        6k times
                    ","
            10
        "
Undetermined,2016-11-15 13:42:51Z,2,,Sajan Silwal,"javascript,php,ajax,model-view-controller,laravel-5",https://stackoverflow.com/questions/33276487/passing-javascript-array-from-view-to-laravel-controller,"I am trying to pass objs array to a function in Laravel controller using ajax. I am not recieving any data after the post.,In my controller function is like this,I guess that I am having a problem with the url in ajax and I am not sure how a controller's url is obtained.,Thank you",163,2015-10-22 08:26:39Z,Passing JavaScript array from view to Laravel controller,"
                        4k times
                    ","
            7
        "
Accepted,2011-06-23 15:35:04Z,1,,This 0ne Pr0grammer,"java,python,eclipse,jython,interpreter",https://stackoverflow.com/questions/6444131/using-a-python-script-in-java-eclipse,"I've been looking to incorporate a Python Script a friend made for me into a Java application that I am trying to develop. After some trial and error I finally found out about 'Jython' and used the PythonInterpreter to try and run the script. ,However, upon trying to run it, I am getting an error within the Python Script. This is odd because when I try run the script outside of Java (Eclipse IDE in this case), the script works fine and does exactly what I need it to (extract all the images from the .docx files stored in its same directory). ,Can someone help me out here? ","2,616",2011-06-22 17:37:46Z,Using a Python Script in Java (Eclipse),"
                        3k times
                    ","
            6
        "
Accepted,2011-11-12 09:12:55Z,5,,JJ Liu,"c,linux,shell,execvp",https://stackoverflow.com/questions/8089351/exec-any-command-in-c,"Say in C, I want to call , on any string command.  Command can just be:,I want to put this command variable inside ,.  So the , flavored function can just run with any kind of arbitrary command.,How can I do that?  Thanks.,NOTE: , is not allowed.","1,261",2011-11-11 03:32:09Z,exec() any command in C,"
                        26k times
                    ","
            8
        "
Undetermined,2018-12-17 14:24:34Z,2,,confused,"python,bash,shell,shebang,env",https://stackoverflow.com/questions/20318158/run-python-script-directly-from-command-line,"I put that at the top of a script.  I've seen that should make the script runnable from the command line without the need for ,.  Unless I'm misunderstanding I should be able to use , as long as I have the above line at the top of the script.  Is this correct?  ,It isn't working for me I just get an error indicating that I would have to use , at the beginning of the 'call'.","1,175",2013-12-01 22:36:59Z,run python script directly from command line,"
                        71k times
                    ","
            10
        "
Accepted,2016-07-17 17:14:53Z,1,,Hossein,"java,c++,multithreading,java-native-interface,jnienv",https://stackoverflow.com/questions/38378901/jni-thread-model,"When I call a C/C++ from Java, is a new thread created by JavaVM or JNI to run the C/C++ code while my Java thread is waiting?
I ask this because my C/C++ code runs something on the GPU and I need to check a specific buffer to get the result back. Once I have the result, I need to call my Java function again.,So I was thinking of creating a thread on the C++ side that continuously checks the buffer and once there is some data available, makes a call back to the Java side. ","1,006",2016-07-14 15:57:02Z,JNI thread model?,"
                        4k times
                    ","
            13
        "
Accepted,2015-05-21 17:15:21Z,3,,Fleckchen,"java,javascript,api,youtube,subscriptions",https://stackoverflow.com/questions/30263293/youtube-subscriptions-list-api-v3-nextpagetoken-isnt-available,"I'm trying to get all channels from my subscriptions. But the ""nextPageToken"" isn't available.,The response should containing ""nextPageToken"":,(from developers.google.com - YouTube (v3) - Subscriptions: list),Can you tell me why the nextPageToken is missing, please?",143,2015-05-15 15:27:08Z,youtube.subscriptions.list (api v3) - nextPageToken isn't available,"
                        2k times
                    ","
            7
        "
Accepted,2020-08-11 06:28:07Z,8,,Kango,"php,javascript,codeigniter",https://stackoverflow.com/questions/15240472/confirm-box-in-codeigniter-anchor-link-to-delete-record,"I am using the following code to delete a record from a database. But I am facing a problem: when I click on ""cancel"" in the confirm box then it deletes the record. If I click , it returns false but how does it delete the record?,What am doing wrong?,Javascript code:,PHP code in view:",727,2013-03-06 06:27:59Z,Confirm box in CodeIgniter anchor link to delete record,"
                        40k times
                    ","
            7
        "
Accepted,2013-09-10 12:54:31Z,4,,sproketboy,"java,javascript,rhino",https://stackoverflow.com/questions/2842079/how-can-i-pass-a-javascript-function-to-a-java-method-to-act-as-a-callback-rhin,"Basically I'm trying to pass a javaScript function to a Java method to act as a callback to the script.,I can do it - sort of - but the object I receive is a sun.org.mozilla.javascript.internal.InterpretedFunction and I don't see a way to invoke it.,Any ideas? ,Here's what I have so far:","8,076",2010-05-15 23:24:43Z,How can I pass a javaScript function to a Java Method to act as a callback (Rhino),"
                        9k times
                    ","
            10
        "
Accepted,2017-05-10 06:15:06Z,1,,piotrMocz,"python,c++,io,stream,cython",https://stackoverflow.com/questions/30984078/cython-working-with-c-streams,"How does one use c++ streams (like , or ,) from Cython? In c++, you could do the following:,How would you achieve the same in Cython?,I have wrapped the structures from fstream in Cython so that I can use their names in function declarations, but the tricky part is to use (wrap in Cython, perhaps) the write method and to create the streams. I haven't found any code examples on the internet.,P.S.
I know one possible answer would be to just use Python's IO but I need to pass/return the streams to and from C++ code that I'm interfacing with.,This is the code that wraps the stream declarations:",429,2015-06-22 15:34:08Z,Cython: working with C++ streams,"
                        2k times
                    ","
            13
        "
Accepted,2015-03-29 15:09:23Z,1,,Dave,"c++,python,file-io,memory-leaks,swig",https://stackoverflow.com/questions/18878179/how-to-avoid-memory-leak-with-shared-ptr-and-swig,"I'm trying to use ,'s to allow for me to use c++ file I/O stream objects in my python script.  However, the generated wrapper warns me that it is leaking memory.,Here's a minimal , file exhibiting the problem:,Here's the warning:,Is there a way to modify the , file to tell the interface how to dispose of the shared_ptr properly?","6,435",2013-09-18 17:03:28Z,How to avoid memory leak with shared_ptr and SWIG,"
                        3k times
                    ","
            8
        "
Accepted,2016-02-10 21:48:15Z,2,,SWilliams,"c#,c++,templates,vector,swig",https://stackoverflow.com/questions/29699543/how-to-get-swig-to-apply-templates-when-wrapping-a-template-class-containing-vec,"I am trying to use SWIG to wrap (in C#) some c++ code that contains a template class that itself wraps a ,. I have seen various references on the internet on how to declare the templates for the vector types, but can't get this to work with the extra layer of abstraction. This is what I am doing in the interface.i file for example:,While this seems to create the corresponding C# types correctly by themselves, the std::vector templates that I have tried to define are not applied to other classes which use them internally, included by way of header files. To show you what I mean, there's a c++ class like:,Even though I get a , class created by SWIG, when it wraps my template class it is not using it and instead giving lots of examples like this:,Please can someone advise what I am missing for SWIG to generate the wrapper using , and , instead of , and , ? ,Is this anything to do with the template getVect() function returning ,, i.e. would I need to do anything differently for the , case, where , is not a pointer?",681,2015-04-17 12:41:46Z,How to get SWIG to apply templates when wrapping a template class containing vectors?,"
                        2k times
                    ","
            15
        "
Accepted,2012-01-18 12:45:00Z,5,,rMaero,"java,linux,shell,debian",https://stackoverflow.com/questions/8884480/starting-and-killing-java-app-with-shell-script-debian,"I'm new to UNIX. I want to start my java app with a script like so:,This is supposedly working. It does run the app and it does write the pid file. But when I try to stop the process with a different script which contains this:,the console gives me this error:,My best guess is that I'm not writing the right code in the stop script, maybe not giving the right command to open the .pid file.
Any help will be very appreciated.",195,2012-01-16 18:21:08Z,Starting and killing java app with shell script (Debian),"
                        7k times
                    ","
            6
        "
Accepted,2017-10-17 18:27:26Z,2,,James,"java,c++,accessibility,java-access-bridge",https://stackoverflow.com/questions/1161142/not-receiving-callbacks-from-the-java-access-bridge,"I'm trying to use the Java Access Bridge to get information about Swing components from inside a C++ app.  However, none of the callbacks I register ever get called.  I tried enuming the windows an then calling IsJavaWindow() on each handle, but it always returns false.  Any ideas on why it apparently is not working?,I presume it's a problem with my app rather than the bridge installation because the demo Monkey and Ferret programs work, initializeAccessBridge() returns true, and the debugger reveals that the WindowsAccessBridge dll is loaded.,I'm using Java 6, update 13 on Windows Vista and I think version 2.0.1 of the access bridge.,All of the callbacks are static functions.","2,020",2009-07-21 19:11:41Z,Not receiving callbacks from the Java Access Bridge,"
                        6k times
                    ","
            7
        "
Accepted,2021-02-18 20:14:08Z,2,,Ray Goudie,"php,python,header,cgi",https://stackoverflow.com/questions/7033953/python-cgi-program-wants-to-know-the-ip-address-of-the-calling-web-page,"I am new to Python programming.,I am stuck on what should be a simple procedure.  I have a small and basic Python program that is called as CGI program by a web page.,All that I want to do is extract the IP address from the HTTP header fields.
For example, in PHP, this would be the value of ,.,I paid my dues by doing a search, and I came up with the fact that I need to use web.ctx.ip, but when I use that bit in code, there is an exception.  I probably need to import something.  I've tried the following individual imports without success:,I'd appreciate a , snippet of code that demonstrates what I need to import.  My Python CGI program is running on a Linux box that has a basic Python version 2.4.3 installed.  Do I need to install something else?",177,2011-08-11 23:01:28Z,Python: CGI program wants to know the IP address of the calling web page,"
                        6k times
                    ","
            6
        "
Undetermined,2020-07-31 14:14:18Z,2,,user3249517,"javascript,python,selenium,asynchronous,webdriver",https://stackoverflow.com/questions/29517675/how-to-get-asynchronous-javascript-responses-from-selenium-webdriver,"We have added an , call to our website.  I'm trying to get Selenium , to wait for a response from the call.,The listener looks like this:,My , code (python):,Next I execute the page should make ""foo"" return,however this is my response...",121,2015-04-08 14:33:29Z,How to get Asynchronous Javascript responses from Selenium Webdriver,"
                        9k times
                    ","
            9
        "
