,relevant,link,accepted,create time,active time,author,reputation,answer quantity,combination,title,question,answer,viewed,vote,question contain code,Solution type,Solved,answer or highest vote,Symptoms ,SDLC,Special case,Taxonomy_Second,Taxonomy_Third
1541,,https://stackoverflow.com/questions/19130202/how-to-create-localhost-domain-management-for-windows-in-php,Undetermined,2013-10-02 04:55:31Z,2013-10-04 19:32:16Z,Ashwin Parmar,,1,"java,php,apache,localhost,virtualhost",How to create localhost domain management for windows in php?,"I am crazy about this thing, but i want to make it myself in php itself.,I have installed the following in my system.,I have simple example of Create the VHost in ,
e.g. I want to create simple domain , on , port,
Open file in Notepad with Admin Permission ,
add following line at end of the file and Save it., , will work.,Now, My Question is how can I do the above steps in dynamic nature using ,.,Suppose I will create one Form in HTML with following fields and when submit it will create new MySQL entry for that domain., ,when i click on , button it will automatically create the domain entry in , file, , entry in , file.,And, when restart the Apache server it will run automatically created domain or sub-domain dynamically.,Can anyone knows how can i established the following things in any language for local system only?","Don't use web form. You can see my demo with batch file:  ,  ",2k,7.0,,,,,,,,,
839,,https://stackoverflow.com/questions/2774074/best-practice-user-generated-html-cleaning,Accepted,2010-05-05 14:26:22Z,2010-05-05 15:45:13Z,Martin,,4,"php,javascript,html,wysiwyg,xss",Best Practice: User generated HTML cleaning,"I'm coding a WYSIWYG editor width designMode=""on"" on a iframe. The editor works fine and i store the code as is in the database. ,Before outputing the html i need to ""clean"" with php on the server-side to avoid cross-site-scripting and other scary things. Is there some sort of best practice on how to do this? What tags can be dangerous? ,UPDATE: Typo fixed, it's What You See Is What You Get. Nothing new :)","The best practice is to allow only certain things you know aren't dangerous, and remove/escape all the rest. See the paper , for a discussion on this (the library is for Java, but the principles apply for any language).",878,6.0,,,,,,,,,
5504,no,https://stackoverflow.com/questions/666519/difference-between-registerstartupscript-and-registerclientscriptblock,Accepted,2009-03-20 15:00:24Z,2014-05-27 19:20:54Z,Xaisoft,"43,237",2,"c#,javascript,asp.net,.net",Difference between RegisterStartupScript and RegisterClientScriptBlock?,"Is the only difference between the , and the , is that RegisterStartupScript puts the javascript before the closing , tag of the page and RegisterClientScriptBlock puts it right after the starting , tag of the page?  ,Also, when would you choose one over the other?  I wrote up a quick sample page where I had an issue and I am not sure the exact reason of why it is happening.  ,The problem is when I click the , button, it does a postback and changes the label to red, but when I click the ,, it does a postback, but the label color does not change to red.  Why is this?  Is it because the label is not initialized?,I also read that if you are using an ,, you need to use ,, but if I have a ,, would I use ,?"," where I listed the main differences and the conditions in which you should use each of these methods. I think you may find it useful to go through the discussion.,To explain the differences as relevant to your posted example:,a. When you use ,, it will render your script , all the elements in the page (right before the form's end tag). This enables the script to call or reference page elements without the possibility of it not finding them in the Page's DOM.,Here is the rendered source of the page when you invoke the , method:,b. When you use ,, the script is rendered right after the Viewstate tag, but before any of the page elements. Since this is a direct script (not a function that can be ,, it will immediately be executed by the browser. But the browser does not find the label in the Page's DOM at this stage and hence you should receive an ""Object not found"" error.,Here is the rendered source of the page when you invoke the , method:,Therefore, to summarize, you should call the latter method if you intend to render a function definition. You can then render the , using the former method (or add a client side attribute). ,Edit after comments:,For instance, the following function would work:",187k,145.0,,,,,,,,,
5283,,https://stackoverflow.com/questions/8599595/send-json-data-from-javascript-to-php,Accepted,2011-12-22 04:56:22Z,2020-12-22 08:07:01Z,kermit,,11,"php,javascript,ajax,json",Send JSON data from Javascript to PHP?,"How can I send JSON data from Javascript in the browser, to a server and have PHP parse it there?"," Getting JSON data from Javascript on the browser, to the server, and having PHP successfully parse it., Javascript in a browser (Firefox) on Windows. LAMP server as remote server: PHP 5.3.2 on Ubuntu.,
1) JSON is just text. Text in a certain format, but just a text string. ,
2) In Javascript, , gives me the JSON string.,
3) I use the AJAX XMLHttpRequest object in Javascript to send data to the server:,4) On the server, PHP code to read the JSON string:,This reads the raw POST data. , now contains the exact JSON string from the browser.,
1) If I want to use the , request header, I need to create a standard POST string of , so that when PHP gets it, it can put it in the , associative array. So, in Javascript in the browser:,PHP will now be able to populate the $_POST array when I send str_json via AJAX/XMLHttpRequest as in version 1 above. ,Displaying the contents of , will display the JSON string. Using json_decode() on the $_POST array element with the json string will correctly decode that data and put it in an array/object.,
Initially, I tried to send the JSON string with the header of application/x-www-form-urlencoded and then tried to immediately read it out of the $_POST array in PHP. The $_POST array was always empty. That's because it is expecting data of the form yval=xval&[rinse_and_repeat]. It found no such data, only the JSON string, and it simply threw it away. I examined the request headers, and the POST data was being sent correctly.,
Similarly, if I use the application/json header, I again cannot access the sent data via the $_POST array.  If you want to use the application/json content-type header, then you must access the raw POST data in PHP, via php://input, not with $_POST.,
1) How to access POST data in PHP: ,
2) Details on the application/json type, with some sample objects which can be converted to JSON strings and sent to the server: ",119k,51.0,No,"SA1, SA2.1, SA2.2, SB1, SB2",,63.0,Interfacing,Design,,Interfacing choice,
4625,,https://stackoverflow.com/questions/17834243/how-to-read-formdata-object-in-php,Accepted,2013-07-24 12:36:21Z,2021-05-10 07:55:24Z,Anurag Singh,,1,"php,javascript,jquery",how to read FormData object in php,"Hello everyone I am posting a sample code in which I am uploading a file using Ajax JQuery. All thing works fine but I want to read the file content in my php code. So what is the syntax to read it?,Now I do not know how to read the file data sent via Ajax. So please let me know the code","The first argument you pass to , is the name of the form element that is passed to the server. So , in your case is equivalent to , - you passed 'file' to append() so 'file' is your input name.,You should find your stuff in , and ,. Next time try , after submit to see the array. :),Learn about file uploads in php here: ",67k,20.0,,,,,,,,,
2755,,https://stackoverflow.com/questions/37194140/refreshing-googlemaps-tile-server-works-in-javascript-but-not-in-gwt,Accepted,2016-05-12 17:50:36Z,2016-05-23 19:38:21Z,Kevin Workman,"39,658",1,"javascript,java,google-maps,gwt",Refreshing GoogleMaps tile server works in JavaScript but not in GWT,"I'm displaying a weather map in a GWT application. I'm using GWT 2.7 and the GWT wrapper of the GoogleMaps JavaScript API available , (gwt-maps-3.8.0-pre1.zip).,I use a tile server to fetch the weather, which updates every 5 minutes. On the 5 minute mark, I refresh the map by setting the zoom to 1 and then back to the original, by triggering a resize, and by removing and then adding the weather layer again., However, recently I noticed that this no longer works: the refresh never even goes to the tile server, so no new weather is displayed. If you leave my map up for 12 hours, you'll be looking at weather that's 12 hours old. Previously, the map would automatically stay updated. I haven't changed any of my code. ,However, I then created this simple pure-JavaScript example:,. Whenever you click the Refresh button, the map goes to the tile server and fetches new tiles.,This should do the same thing as the pure-JavaScript example. Instead, when I click the button, the map does refresh (I see the weather layer blink), ,.,Weirder still, this ""sorta"" works in Internet Explorer: maybe 1 out of 3 times I click the button, the map actually goes to the tile server. But in Chrome, it never goes to the tile server when I click the button.,To determine this, I am looking at the network tab of the browser tools. , That's what it does in pure JavaScript, and that's what it used to do in GWT, but sometime in the last couple months the GWT behavior has changed., The problem is , that the map tries to fetch new tiles but gets old ones, it's that it never tries to fetch new tiles. I click the button, and I see nothing happening in the network tab of the developer tools.","This is not the final answer. But contains significant information.,To manage http calls GWT have a set of classes that act like a browser, and is where i belive the problem is.,If the same code worked before is possible that the tile server include the Cache header (,) recently. And for some reason the GWT code are not managing this header properly.,If i am right,  a way to evict the problem is to append a parameter with the current time in the GWT call (like the browser version of your code).",447,9.0,,,,,,,,,
2540,,https://stackoverflow.com/questions/16218929/how-to-instantiate-a-template-method-of-a-template-class-with-swig,Undetermined,2013-04-25 15:32:37Z,2018-07-10 01:35:10Z,Stefano Borini,"127,764",1,"c++,python,swig",How to instantiate a template method of a template class with swig?,"I have a class in C++ which is a template class, and one method on this class is templated on another placeholder,When I transport this class to the swig file, I did,Unfortunately, when I try to invoke , on an instance of Whatever_MyT from python, I get an attribute error. I thought I had to instantiate the member function with,which is what I would write in C++, but it does not work (I get a syntax error),Where is the problem?","Declare instances of the member templates first, then declare instances of the class templates., , (search for ""member template"") in the ,.",3k,9.0,,,,,,,,,
4827,,https://stackoverflow.com/questions/2962210/compile-javascript-to-native-code-with-v8,Accepted,2010-06-02 22:58:26Z,2018-12-10 08:49:04Z,Alon Gubkin,"53,410",3,"javascript,c++,v8,native-code",Compile JavaScript to Native Code with V8,"Is it really possible, with Google's V8 Engine, to compile JavaScript into Native Code, save it as a binary file, and execute it whenever I want through my software envorinment, on any machine?","You can use the V8 snapshot functionality to precompile the code. This still means that you have to have a full version of V8 running to load the snapshot (i.e., you don't get stand-alone native code, it needs to run inside the V8 VM), so all you save is the compilation time. 
Also, the quality of snapshot code isn't necessarily as good as JIT'ed code because JIT code can use, e.g., SSE2/SSE3 if it's available, which snapshots can't assume.",15k,24.0,,,,,,,,,
1723,,https://stackoverflow.com/questions/12717084/creating-custom-php-syntax-parser,Accepted,2012-10-03 21:19:13Z,2012-10-03 22:05:04Z,Undefined Variable,,1,"php,javascript,syntax",Creating custom PHP Syntax Parser,"I am thinking about how one would go about creating a PHP equivalent for a couple of libraries I found for CSS and JS. ,One is , which is a ,. The basic idea behind , is that it allows you to create more dynamic CSS rules containing entities that ""regular"" CSS does not support such as ,, , etc and then the final , , those syntax into regular CSS.,Another interesting JS library which behaves in a (kind of) similar pattern is , where you can write ""tidier & simpler"" code which then gets , into regular Javascript.,How would one go about creating a simple similar interface for PHP? Just as a proof of concept; I am only trying to learn stuff. Lets just take a simple use case of extending classes.,Suppose I want to let the user write class , as (just for the example):,And let them later have that code ""resolve"" to regular PHP (Usually by running a separate command/process I would believe). My question is how would I go about creating something like this. Can it be done in PHP, would I require to use something like C/C++. How should I approach this problem if I were to go at it? Are there any resources online? Any pointers are deeply appreciated!","Language , are not as easy as one might think.,The example you gave can be implemented very easily with a , that looks for class definitions and replaces , with ,.,But more complex features need a , which is a suite of smaller logical pieces of code.,In most programmer jargon people incorrectly call transcoders , but the difference between compilers and transcoders is that compilers read source code and output raw binary machine code while transcoders read source code and output (a different) source code.,The PHP (or JavaScript) runtime for example is neither compiler nor transcoder, it's an interpreter.,But enough about jargon let's talk about transcoders:,To build a transcoder you must first build a tokenizer, it breaks apart the source code into tokens, meaning that if it sees an entire word such as 'class' or the name of a class or 'function' or the name of a function, it captures that word and considers it a token. When it encounters another token such as an opening round bracket or an opening brace or a square bracket etc. it considers that another token.,Luckily all of the recognized tokens available in PHP are already easily scanned by , which is a function PHP is bundled with. You may have some trouble because PHP assumes some things about how you use symbols but all in all you can make use of this function.,The tokenizer creates a flat list of all the tokens it finds and gives it to the parser.,The parser is the second phase of your transcoder, it reads the list of tokens and decides stuff like ""if token[0] is a class and token[1] is a name_value then we have a class"" etc.. after running through the entire list of tokens we should have an abstract syntax tree.,The abstract syntax tree is a structure that symbolically retains only the relevant information about a the source code.,After you get an abstract syntax tree you need to walk through it and output the destination source code.,The real tricky part is the parser which (depending on the complexity of the language you are parsing) may need a backtracking algorithm or some other form of pattern matching to differentiate similar cases against one another.,I recommend reading about this in Terence Parr' book , which describes in detail the design patterns needed to write a transcoder.,In Terrence' book you'll find out why some languages such as HTML or CSS are much simpler (structurally) than PHP or JavaScript and how that relates the complexity of the language parser.",2k,7.0,,,,,,,,,
4952,yes,https://stackoverflow.com/questions/8933263/how-do-i-wrap-a-c-class-with-cython,Accepted,2012-01-19 21:05:27Z,2020-08-02 06:54:03Z,Endophage,"19,437",4,"c++,python,python-2.7,cython",How do I wrap a C++ class with Cython?,"I have a C++ class.  It's made up of one .ccp file and one .h file.  It compiles (I can write a main method that uses it successfully in c++).  How do I wrap this class with Cython to make it available in Python?,I've read the docs and don't follow.  They talk about generating the cpp file.  When I've tried to follow the docs, my already existing cpp gets blown away...,What am I meant to put in the pyx file?  I've been told the class definition but how much of it?  Just the public methods?  ,Do I need a .pxd file?  I don't understand when this file is or isn't required.,I've tried asking these question in the #python IRC channel and can't get an answer.","So after lots of poking, trial and error, screaming and tearing my hair out, I finally got this to work.  First though, I had to re-write my C++ into C, which for me really just involved converting all my , variables to , and keeping track of some lengths.,Once done I had my .h and .c files.  I wanted to make a single function from the C code available in Python.  It turns out that Cython can compile your C files into the extension for you and link any libraries all in one go, so starting with my setup.py, it ended up looking like this:,As you can see, the second argument to the Extension simply lists all the files that need to be compiled, Cython works out how to compile them depending on their file extension as far as I can tell.  The libraries array tells the Cython compiler what needs to be linked in (in this case I was wrapping some crypto stuff that I couldn't seem to mimick directly through existing Python libs).,To actually make my C function available in the .pyx file, you write a small wrapper in the .pxd.  My myext.pxd looked as below:,In the .pyx you then use the cimport declaration to import this function, which is then available for use as if it were any other Python function:,When you build this (on Mac at least) you get a .so that you can import in python and run the functions from the .pyx.  There may be better, more correct way to get this all working but that comes from experience and this was a first encounter that I managed to work out.  I'd be very interested on pointers where I may have gone wrong.,After further use of Cython, I found it was super simple to integrate it with C++ too, once you know what you're doing.  Making C++'s , available is as simple as , in your pyx/pyd.  Declaring the C++ class is similarly easy as:,Sure you have to basically redeclare the .h definition of your class in a Pythonic format, but that's a small price to pay for getting access to your already written C++ functions.",17k,29.0,No,"SA2.1, SA2.2, SB1",,6.0,Interfacing,Coding,self-answer,Invocation mechanism,Explicit interfacing
4037,,https://stackoverflow.com/questions/8417809/java-to-javascript-using-gwt-compiler,Undetermined,2011-12-07 15:25:36Z,2019-08-29 10:16:02Z,Boris Jockov,,4,"java,javascript,gwt",Java to JavaScript using GWT compiler,"I have some Java code written that I'd like to convert to JavaScript.
I wonder if it is possible to use the GWT compiler to compile the mentioned Java code into JavaScript code , of the methods, variables and parameters.
I tried to compile it with code optimizations turned off using -draftCompile but the method names are mangled.
If GWT compiler can't do this, can some other tool?,The Java code would have dependencies only to GWT emulated classes so the GWT compiler would definitely be able to process it.,This Java method :,got translated to this JavaScript funciton :,using the compiler options :,So names can't be preserved. But is there a way to control how they are changed?, ,Say, for example, you have a sort algorithm written in Java (or some other simple Maths utility). The method sort() takes an array of integers. and returns these integers in an array sorted. Say now, I have both Java and JavaScript applications. I want to write this method once, in Java, run it through the GWT compiler and either keep the method name the same, or have it change in a predictable way, so I can detect it and know how to change it back to sort(). I can then put that code in my JavaScript application and use it. I can also automatically re-generate it if the Java version changes. I have a very good reason technically for this, I understand the concepts of GWT at a high level, I'm just looking for an answer to this point only.,The answer to the main question is ,.
While method name can be somewhat preserved, its body is not usable. Method calls inside it are scattered throughout the generated file and as such, they can't be used in a JavaScript library which was the whole point of this topic.","Although you can set the compiler to output 'pretty' code, I suggest you write export functions for the classes you want to call from outside your GWT project. I believe somewhere in the GWT documentation it's detailed how to do this, but I couldn't find it so here an example I just created.,To elaborate, your code will get obfuscated like normal, but thanks to the export function, you can easily reference those functions externally. You , have to rewrite anything from your Java class in JavaScript. You only write the references in JavaScript, so you can do this:,Of course you have to call the static export method from somewhere in your GWT app (most likely in your EntryPoint) to make this work.,More info about referencing Java methods from JavaScript:
",17k,14.0,,,,,,,,,
2681,,https://stackoverflow.com/questions/53484453/can-we-use-python-with-react,Undetermined,2018-11-26 15:34:23Z,2019-08-20 23:52:26Z,Beebas Rijal,,4,"javascript,python,node.js,reactjs",Can we use python with react? [closed],"I have seen many people are using , with , but I liked , and , so much that I wanted to know if I could , with ,. If so could you please give me some links for learning that please","I have experience building web applications using React and Python Flask together, so perhaps I can help.,I do not know of a way to directly use Python on client-side web applications, but there are certainly plenty of ways to use Python on the backend. The most popular Python web frameworks are , and ,.,YouTuber Corey Schafer has ,, which I would wholeheartedly recommend.,Once you get more comfortable with web development in Python, I think the website , has great tutorials for both specific questions (e.g. ,) and more general tutorials.,If you go with Django, it has a great ORM built in for working with databases.,If you go with Flask, which is definitely more beginner friendly IMO, I would  recommend , for working with relational databases unless you have more complicated use-cases, in which case , is the de-facto standard.,Good luck learning!,I just came across this cool Python library called , that transpiles Python code into JavaScript, so it turns out you can write client-side code for the web in Python. Their website has some ,.",36k,9.0,,,,,,,,,
2709,,https://stackoverflow.com/questions/51663749/how-to-choose-solutions-for-secure-messaging-front-end-and-hipaa-compliant-datab,Undetermined,2018-08-03 00:17:56Z,2019-03-29 21:54:51Z,K Owen - Reinstate Monica,,1,"java,php,sql,azure,azure-web-app-service",How to choose solutions for secure messaging front-end and HIPAA compliant database?,"I am interesting a setting up a small business website, the front-end of which will be a customer portal (secure messaging center) with perhaps the ability to upload images. E-commerce capability will be needed, using Paypal and CC (US only). The back-end will be a database and the whole system will need to be HIPAA compliant. ,I was wondering what platform should this be built on? Are there off-the shelf modules/libraries for secure messaging (I expect there are for e-commerce) and the database?  I have experience programming Java but only on Android, as well as Swift on iOS -- wrote a couple of apps -- including the built-in SQLite features. ,If I decide to contract this out, as it's most likely, I would like to have a sense of what type of programming or packages are needed. Would PHP/MySQL fit the bill? 
Can you point me in the right direction so I can educate myself? ","If you are looking for a HIPAA compliant storage option in Microsoft Azure, you should probably look into ,.,It provides SDKs for different programming languages, easy to query and manage. As it is widely used for SaaS based applications, it has almost all type of , incorporated. ,Look , for list of security compliance provided for Azure Cosmos DB.",227,9.0,,,,,,,,,
810,,https://stackoverflow.com/questions/23246328/if-html-css-and-javascript-are-client-side-why-are-they-components-of-a-php-f,Accepted,2014-04-23 13:46:39Z,2017-03-16 17:12:27Z,brandonto,,5,"javascript,php,css","If HTML, CSS, and Javascript are client-side, why are they components of a PHP file?","I often hear of the term server-side and client-side programming in regards to web development. They say that server-side and client-side are in a way decoupled from each other. From my understanding, server-side programming makes use of PHP, Rails, Node, ASP.NET, etc., as the technologies and client-side programming makes use of HTML, CSS, Javascript, etc. ,Here is where I am fundamentally confused.. From what I know, a PHP file can include HTML, CSS, and Javascript... My question is:,If server-side and client-side programming are indeed separate, why does PHP include HTML, CSS and Javascript? If all of these are done in PHP, the server, where does the client come in? In a typical website run on a PHP server, will there be standalone HTML, CSS, and Javascript files that are not PHP files? Will the client-side developer have have edit the HTML, CSS, and Javascript parts of the PHP file, while the server-side developer works on the PHP part of the file?","Your question sure is a good one many people asked sometime in their lives(web developers).
PHP indeed is a server side script, but the , extension acts like a normal , file most of the time. ,. ,E.g. A login form. First, the client has completed the form and submitted it. JS then comes in power, using ajax to send your login information to the server(It could be the same document xxx.php, but the server only cares about the php script part).,Then, it sends back a result from the server and may insert a snippet of JS into your login form, where JS empowers and redirect the user from their HTML interface to a new website.,As you can see from the above example, , Clients cannot download the PHP source code and the PHP server doesn't care about other than php code themselves.,A single web file is like a port, where clients send information to a php page and the server returns a snippet. , ,So it can compactly pack small things inside one web page. Clients view the interface, server executes the PHP code. However, it is not necessary to pack everything into one webpage.,Also, the , extension can be viewed by clients, so that they know they will interact with the server sometime on that page. Also, , does not necessary need to include PHP code.,Clients need to use JS to send information to the server for its response.,Yes, files that need not to be parsed by the PHP engine can be named and stored as standalone HTML, CSS and JavaScript file.,I will rephrase your question to be ""So the client-side browser can change the DOM, while the server works on the PHP part?"". There is no ""client sided developer. There is just client sided visitors"",Partially right. Clients download a webpage, not using the same file on the server, the webpage can be altered before sending to the clients. Clients don't get to read the PHP source code, the server is done running the PHP code before sending a webpage to the clients, so the two do not run together. When clients send queries to the server, the server executes nothing but PHP. The .php document is unaltered on the server. After the PHP server has responded, usually, they will send back information to the browser viewing that particular webpage and trigger JS code and change the webpage's DOM, which means the look of the webpage is modified. You can interpret it as ""HTML, CSS and JS"" being altered.",7k,6.0,,,,,,,,,
251,,https://stackoverflow.com/questions/16517355/how-to-send-by-socket-c-compatible-struct-from-java,Accepted,2013-05-13 08:04:25Z,2013-05-14 09:36:04Z,Piotr M??ller,,3,"java,c++,sockets,struct,double",How to send by socket C++ compatible struct from Java?,"Suppose there is already written, unchangeable host program, that receives such C++ struct by socket:, C++ / 32-bit Windows Application compiled in Visual Studio 2008,How to send such data from Java Socket? I have attemted to fill ByteBuffer with putDouble(), and putLong(), also putInt() assuming long as 32-bit, but i cannot produce valid values.,I have also generated and sended data randomly, and structure-level bytes assignment looks fine(I can randomize only one value, for example X), but I cannot produce exact value (propably different double representation?), but only random stuff by sending Math.random() * Double.MAX_VALUE;,Can I use Google Protocol Buffers on only one side (client producing data) to solve this problem?,I know that I can move sending data to C++ and use JNI, but I'm searching for simpler solution.,I see at least 2 possible problems here:,What those things look in Java in C++?,In several hours I will provide exact sample data for ""byte-hacking"" (exact Java value before send and value of received double in C++),I know that such implemented and unchangeable server is bad software, but the environment in this problem is to inject some data to small old application at ""hobbistic-level"",Maybe this would help some bits-level C++ expert:","I figured it out. Int value is sent fine (propably, can't check this 100% sure in host program), the problem is with doubles endian. You need to convert doubles before send:,And use ByteBufer with putDouble()/putInt().",2k,6.0,,,,,,,,,
4564,,https://stackoverflow.com/questions/35044452/iife-immediately-invoked-function-expression-in-php,Undetermined,2016-01-27 17:44:04Z,2016-01-27 17:57:41Z,Pristine Kallio,,1,"javascript,php,angularjs",IIFE (Immediately Invoked Function Expression) in PHP?,"I wonder if PHP has any , of IIFE (Immediately Invoked Function Expression) like that of Javascript. , ,This expression above is known as Immediately invoked function expression(IIFE). Since the function definition will immediately invoke itself whenever the .js file is loaded. The main reason the IIFE is effective is that we can have all the code immediately executing without needing to have global variables and functions. Now when we do this, our controller creation will fail as we were using the global variable to create controller with the module. To circumvent this problem lets use the getter function angular.module to associate the controller with the module. And while we are at it, why not put the controller in an IIFE too.,Source: ,
Thank you.","In PHP 7, yes, you can:,This does not work in PHP 5.x. Instead, the closest you can come is:",5k,19.0,,,,,,,,,
5439,no,https://stackoverflow.com/questions/10200910/creating-a-hello-world-websocket-example,Accepted,2012-04-18 00:01:59Z,2021-07-30 13:43:03Z,Tono Nam,"30,241",5,"c#,javascript,websocket",Creating a ?€?Hello World?€? WebSocket example,"I don't understand why I cannot make the following code work. I want to connect with JavaScript to my server console application. And then send data to the server.,Here is the server code:,and here is the JavaScript:,When I run that code this is what happens:,Note that when I run the JavaScript the server accepts and successfully establishes a connection. JavaScript is not able to send data though. Whenever I place the send method it will not send even though a connection is established. How can I make this work?","WebSockets is protocol that relies on TCP streamed connection. Although WebSockets is Message based protocol.,If you want to implement your own protocol then I recommend to use latest and stable specification (for 18/04/12) ,.
This specification contains all necessary information regarding handshake and framing. As well most of description on scenarios of behaving from browser side as well as from server side.
It is highly recommended to follow what recommendations tells regarding server side during implementing of your code.,In few words, I would describe working with WebSockets like this:,This example is based on version of protocol 13. Bear in mind that older versions have some differences but mostly latest versions are cross-compatible. Different browsers may send you some additional data. For example Browser and OS details, cache and others.,Based on provided handshake details, you have to generate answer lines, they are mostly same, but will contain Accept-Key, that is based on provided Sec-WebSocket-Key. In specification 1.3 it is described clearly how to generate response key.
Here is my function I've been using for V13:,Handshake answer looks like that:,But accept key have to be the generated one based on provided key from client and method AcceptKey I provided before. As well, make sure after last character of accept key you put two new lines ""\r\n\r\n"".,Implementing own WebSockets protocol definitely have some benefits and great experience you get as well as control over protocol it self. But you have to spend some time doing it, and make sure that implementation is highly reliable.,In same time you might have a look in ready to use solutions that google (again) have enough.",227k,92.0,,,,,,,,,
2600,,https://stackoverflow.com/questions/3146017/how-do-i-share-a-constant-between-c-sharp-and-c-code,Accepted,2010-06-30 02:02:28Z,2017-01-25 17:19:40Z,dlanod,,5,"c#,c++,idl,maintainability",How do I share a constant between C# and C++ code?,"I'm writing two processes using C# and WCF for one and C++ and WWSAPI for the second.  I want to be able to define the address being used for communication between the two in a single place and have both C# and C++ use it.  Is this possible?,The closest I've come is defining the constant in an IDL, then using MIDL and TLBIMP to get it into a DLL that can be consumed by C#.  However this doesn't seem to expose the constant, or at least I can't figure out how to make it do so.  Maybe it is limited to type definitions only.,Any other suggestions?","C# and C++ have differing models for constants. Typically, the constant won't even be emitted in the resulting C++ binary -- it's automatically replaced where it is needed most of the time.,Rather than using the constant, make a function which returns the constant, which you can P/Invoke from C#.,Thus,,becomes,which you should be able to P/Invoke from C#.",6k,9.0,No,"SA1, SA2.1, SB1, SB2",,6.0,Interfacing,Coding,,Interfacing choice,
2070,,https://stackoverflow.com/questions/1533916/how-to-set-up-a-c-function-so-that-it-can-be-used-by-p-invoke,Accepted,2009-10-07 20:15:14Z,2016-02-24 09:30:21Z,x4000,,6,"c#,c++,pinvoke,dllimport,extern",How to set up a C++ function so that it can be used by p/invoke?,"Hopefully this is a brainlessly easy question, but it shows my lack of expertise with C++.  I'm a C# programmer, and I've done extensive work with P/Invoke in the past with other people's C++/C dlls.  However, this time I've decided to write a wrapper C++ dll (unmanaged) myself, and am then calling my wrapper dll from C#.,The problem I am immediately running into is that I am unable to define a C++ function that can be found by p/invoke.  I don't know what the syntax for this is, but here's what I'm trying so far:,Originally I simply had this, but it did not work either:,And then on the C# side, I have:,Everything compiles, but when I execute this C# p/invoke call, I get a System.EntryPointNotFoundException: Unable to find an entry point named 'TestFunc' in DLL 'Plugins\TestDLL.dll'.,Surely this must be something incredibly simple on the C++ end that I just don't know the syntax for.","You'll want to use , as well as ,, like so:,For full details, see ,.",4k,8.0,,,,,,,,,
914,yes,https://stackoverflow.com/questions/46888778/autocomplete-textbox-using-php,Accepted,2017-10-23 11:56:58Z,2017-10-23 12:16:19Z,Aamir Shaikh,,1,"javascript,php,jquery,ajax,autocomplete",Autocomplete TextBox using php,"I am doing autocomplete using PHP but I'm getting an error with the following code so please help me.,this is my HTML code ,this is my script,this is my ajax file from where i get data. ,
include ""script/db.php"";,I'm getting an error while my page reload error is: , what to do now",Latest version of jQuery and -UI makes it work:,10k,6.0,Yes,"SA2.1, SA2.2, SB1",,3.0,Embedding,Coding,,,
443,,https://stackoverflow.com/questions/28621701/equivalent-for-in-java-for-python,Accepted,2015-02-20 04:36:25Z,2016-11-03 05:38:39Z,Shwiby,,2,"java,python",Equivalent for ? in Java for Python? [duplicate],"In java, I use the ,function all the time. Is there an equivalent function in python?","In Python, that operator reads slightly differently - more like English. The equivalent to your Java statement in Python would be:",459,6.0,,,,,,,,,
5456,,https://stackoverflow.com/questions/3079153/why-do-you-not-use-c-for-your-web-apps,Accepted,2010-06-20 12:07:04Z,2020-12-29 10:03:13Z,,,25,"php,c,web-applications",Why do you not use C for your web apps? [closed],"I was having a look at a few different web servers this morning when I came across ,. As I understand, its a web server written in C and you have to make use of it by writing your websites/webapps in C. One clear benefit is speed as the G-WAN site suggests.,However, on the forums, the creator of G-WAN asked why not use C for web based apps and I can not think of a single reason apart from it being difficult (for me anyway, I am newbie when it comes to C). There must be more reasons why we all use PHP, Python, Ruby etc apart from it being easy to develop in these languages. I don't see that as a good reason.,So I put it to you: Why do you not use C for your web apps?","It takes a great deal of care to get a C program correct and secure.  That care means that you need to have really good people writing your programs.  That means you pay more.  ,Also, C doesn't have the benefit of drawing from an enormous single standard library of functionality as .NET (and the other major web-centric platforms) has.  So you may have to either buy components, or perform interop, or roll your own functionality which comes ""for free"" with a more, shall we say ""web-centric"" language like PHP or C# or Ruby or whatever.  That means you pay more.,Add all of that to the fact that single-threaded computational speed just isn't that important on the web.  If you need more scalability, most organizations can economically just throw more cores at the problem and be fine.  This is not true for everyone, of course.  I'd imagine that the core of Google's engine is written in C or a similar language not only for speed, but to save real money in power costs.",44k,,,,,,,,,,
2136,,https://stackoverflow.com/questions/8393457/specification-driven-packet-format-parsing,Accepted,2011-12-05 23:35:35Z,2011-12-06 00:15:23Z,Oliver,,3,"java,python,networking",specification driven packet format parsing?,"this could a shot in the dark: we have a wire packet format which is in design and in flux. Is there a flexible way to specify and parse the incoming stream instead of harding coding it?  Preferably language agnostic ... but not necessarily so. If there is a good reason not to do that, please enlighten me as well.,Thanks,Oliver","There is a wonderful Python library called ,. This is by far the easiest way to get started quickly.,If it is more important to be language agnostic, you can limit your wire protocol to ,, since it's usually possible to find an encoder/decoder library for these in whatever language. For example, there's , in Java and , in Python. Warning: though powerful, ASN is laden with design-by-committee standardese and it's very hard to get started in it. ,There are also newer, lighter ASN.1-like approaches like , and ,.",323,8.0,,,,,,,,,
