_id,answers,author,combination,links,questions,reputation,time,views,votes
10442365,6,Charles Menguy,c python ,https://stackoverflow.com/questions/10442365/why-is-matrix-multiplication-faster-with-numpy-than-with-ctypes-in-python,Why is matrix multiplication faster with numpy than with ctypes in Python?,38.6k,5/4/2012 3:36,"31,330",57
2663841,5,pygabriel,c python ,https://stackoverflow.com/questions/2663841/python-tracing-a-segmentation-fault,python tracing a segmentation fault,"9,440",4/18/2010 20:35,"42,736",56
4145775,4,No One in Particular,c python ,https://stackoverflow.com/questions/4145775/how-do-i-convert-a-python-list-into-a-c-array-by-using-ctypes,How do I convert a Python list into a C array by using ctypes?,"2,616",11/10/2010 14:58,"54,863",52
18762621,3,dspjm,c python ,https://stackoverflow.com/questions/18762621/can-we-use-c-code-in-python,Can we use C code in Python?,"4,524",9/12/2013 11:10,"82,474",52
10202306,2,ashim,c python ,https://stackoverflow.com/questions/10202306/python-bindings-how-does-it-work,"python bindings, how does it work?",21.1k,4/18/2012 3:20,"50,281",50
12443203,4,tehwalrus,c python ,https://stackoverflow.com/questions/12443203/writing-a-python-extension-in-go-golang,Writing a Python extension in Go (Golang),"2,411",9/15/2012 23:19,"21,955",50
4863056,5,narayanpatra,c python ,https://stackoverflow.com/questions/4863056/how-to-install-pywin32-module-in-windows-7,How to install pywin32 module in windows 7 [duplicate],"5,453",2/1/2011 13:20,"173,306",49
5720272,3,Edouard,c python ,https://stackoverflow.com/questions/5720272/are-there-advantages-to-use-the-python-c-interface-instead-of-cython,Are there advantages to use the Python/C interface instead of Cython?,"1,453",4/19/2011 17:27,"9,022",47
1815812,2,Michael,c python ,https://stackoverflow.com/questions/1815812/how-to-create-a-generator-iterator-with-the-python-c-api,How to create a generator/iterator with the Python C API?,10.6k,11/29/2009 15:30,"9,495",47
4163018,1,detly,c python ,https://stackoverflow.com/questions/4163018/create-an-object-using-pythons-c-api,Create an object using Python's C API,26.9k,11/12/2010 9:06,"15,606",46
2615153,5,pygabriel,c python ,https://stackoverflow.com/questions/2615153/profiling-python-c-extensions,Profiling python C extensions,"9,440",4/10/2010 21:54,"9,309",45
1056051,9,pgb,c python ,https://stackoverflow.com/questions/1056051/how-do-you-call-python-code-from-c-code,How do you call Python code from C code?,488,6/28/2009 23:37,"69,395",44
24226001,6,SamuraiT,c python ,https://stackoverflow.com/questions/24226001/importerror-dynamic-module-does-not-define-init-function-initfizzbuzz,ImportError: dynamic module does not define init function (initfizzbuzz),912,6/15/2014 2:17,"78,329",43
21851985,2,colinfang,c python ,https://stackoverflow.com/questions/21851985/difference-between-np-int-np-int-int-and-np-int-t-in-cython,"Difference between np.int, np.int_, int, and np.int_t in cython?",18.1k,2/18/2014 11:11,"33,713",42
30054019,1,paugier,c python ,https://stackoverflow.com/questions/30054019/complex-numbers-in-cython,Complex numbers in Cython,"1,617",5/5/2015 13:12,"5,095",41
3933197,7,Guillermo Siliceo Trueba,c python ,https://stackoverflow.com/questions/3933197/how-to-declare-variable-type-c-style-in-python,"how to declare variable type, C style in python","3,417",10/14/2010 12:44,"103,759",38
5400828,1,Vivek Sharma,c python ,https://stackoverflow.com/questions/5400828/how-to-write-a-simple-bittorrent-application,How to write a simple Bittorrent application?,"3,730",3/23/2011 4:18,"41,687",38
2526815,7,Scott Bailey,c python ,https://stackoverflow.com/questions/2526815/moon-lunar-phase-algorithm,Moon / Lunar Phase Algorithm,"6,422",3/26/2010 21:16,"39,119",38
16993927,1,josephmisiti,c python ,https://stackoverflow.com/questions/16993927/using-cython-to-link-python-to-a-shared-library,Using Cython To Link Python To A Shared Library,"9,194",6/7/2013 22:35,"21,473",38
7112812,2,,c python ,https://stackoverflow.com/questions/7112812/use-cython-as-python-to-c-converter,Use Cython as Python to C Converter,,8/18/2011 19:11,"56,958",35
2549461,1,Denilson S?? Maia,c python ,https://stackoverflow.com/questions/2549461/what-is-the-difference-between-af-inet-and-pf-inet-constants,What is the difference between AF_INET and PF_INET constants?,41.3k,3/30/2010 23:43,"18,608",34
6183294,1,Ian Bell,c python ,https://stackoverflow.com/questions/6183294/debugging-a-python-extension-in-eclipse,Debugging a Python Extension in Eclipse,461,5/31/2011 5:20,"1,788",34
16647186,4,Kitchi,c python ,https://stackoverflow.com/questions/16647186/calling-c-functions-in-python,Calling C functions in Python,"1,744",5/20/2013 10:11,"47,982",33
1205383,8,Eli Bendersky,c python ,https://stackoverflow.com/questions/1205383/listing-serial-com-ports-on-windows,Listing serial (COM) ports on Windows?,235k,7/30/2009 9:08,"53,469",33
11111632,4,TSmith,c python ,https://stackoverflow.com/questions/11111632/python-best-cleanest-way-to-define-constant-lists-or-dictionarys,Python - Best/Cleanest way to define constant lists or dictionarys,331,6/20/2012 1:21,"44,152",33
2070276,2,YOU,c python ,https://stackoverflow.com/questions/2070276/where-can-i-find-source-or-algorithm-of-pythons-hash-function,Where can I find source or algorithm of Python's hash() function?,108k,1/15/2010 8:26,"17,101",32
9062562,2,Henry Gomersall,c python ,https://stackoverflow.com/questions/9062562/what-is-the-internal-precision-of-numpy-float128,What is the internal precision of numpy.float128?,"7,780",1/30/2012 10:38,"24,385",31
12379929,9,yzernik,c python ,https://stackoverflow.com/questions/12379929/cant-find-python-h-file-on-centos,Can't find Python.h file on CentOS,"1,050",9/12/2012 1:00,"66,016",31
2958291,4,Matt Joiner,c python ,https://stackoverflow.com/questions/2958291/equivalent-to-gettickcount-on-linux,Equivalent to GetTickCount() on Linux,102k,6/2/2010 13:47,"35,162",31
6363523,2,Russ,c python ,https://stackoverflow.com/questions/6363523/what-is-the-actual-impact-of-calling-socket-recv-with-a-bufsize-that-is-not-a-po,What is the actual impact of calling socket.recv with a bufsize that is not a power of 2?,"9,308",6/15/2011 19:55,"7,394",31
27683764,2,eric,c python ,https://stackoverflow.com/questions/27683764/what-is-a-pyobject-in-python,What is a PyObject in Python?,"4,691",12/29/2014 5:18,"16,664",30
35610736,1,atomh33ls,c python ,https://stackoverflow.com/questions/35610736/passing-a-string-to-agedge-in-agraph-py-issue-with-networkx-and-pygraphviz,Passing a string to agedge in agraph.py. Issue with networkx and pygraphviz,23.6k,2/24/2016 19:00,"1,801",29
812781,4,Piotr Byzia,c python ,https://stackoverflow.com/questions/812781/pythons-bz2-module-not-compiled-by-default,Python's bz2 module not compiled by default,"3,193",5/1/2009 19:03,"38,427",28
15287590,2,Johnny Lim,c python ,https://stackoverflow.com/questions/15287590/why-should-py-increfpy-none-be-required-before-returning-py-none-in-c,Why should Py_INCREF(Py_None) be required before returning Py_None in C?,"5,023",3/8/2013 5:51,"7,581",28
37988849,6,ali_m,c python ,https://stackoverflow.com/questions/37988849/safer-way-to-expose-a-c-allocated-memory-buffer-using-numpy-ctypes,Safer way to expose a C-allocated memory buffer using numpy/ctypes?,63.5k,6/23/2016 10:20,"3,287",28
28000637,2,Croad Langshan,c python ,https://stackoverflow.com/questions/28000637/cpu-flame-graphs-for-python,CPU Flame Graphs for Python,"2,249",1/17/2015 14:48,"3,796",28
35041597,1,Fermion Portal,c python ,https://stackoverflow.com/questions/35041597/performance-degradation-of-matrix-multiplication-of-single-vs-double-precision-a,Performance degradation of matrix multiplication of single vs double precision arrays on multi-core machine,946,1/27/2016 15:35,955,28
39360403,2,Timothy Vann,c python ,https://stackoverflow.com/questions/39360403/how-can-node-js-be-faster-than-c-and-java-benchmark-comparing-node-js-c-java,"How can node.js be faster than c and java? Benchmark comparing node.js, c, java and python","1,969",9/7/2016 2:31,"6,904",27
5686490,7,Matt Joiner,c python ,https://stackoverflow.com/questions/5686490/detect-socket-hangup-without-sending-or-receiving,Detect socket hangup without sending or receiving?,102k,4/16/2011 12:32,"34,041",26
11182765,4,c00kiemonster,c python ,https://stackoverflow.com/questions/11182765/how-can-i-build-my-c-extensions-with-mingw-w64-in-python,How can I build my C extensions with MinGW-w64 in Python?,19.6k,6/25/2012 2:12,"16,354",26
7699912,11,megazord,c python ,https://stackoverflow.com/questions/7699912/clean-and-type-safe-state-machine-implementation-in-a-statically-typed-language,Clean and type-safe state machine implementation in a statically typed language?,"3,140",10/8/2011 21:34,"2,793",25
28305731,2,Sam Redway,c python ,https://stackoverflow.com/questions/28305731/compiler-cant-find-py-initmodule-is-it-deprecated-and-if-so-what-should-i,Compiler can't find Py_InitModule() .. is it deprecated and if so what should I use?,"6,285",2/3/2015 18:05,"16,156",25
4189328,4,gotgenes,c python ,https://stackoverflow.com/questions/4189328/tutorials-on-optimizing-non-trivial-python-applications-with-c-extensions-or-cyt,Tutorials on optimizing non-trivial Python applications with C extensions or Cython,34.7k,11/15/2010 22:08,"1,891",25
4640809,8,Pepijn,c python ,https://stackoverflow.com/questions/4640809/what-is-a-vm-and-why-do-dynamic-languages-need-one,What is a VM and why do dynamic languages need one?,"3,931",1/9/2011 18:05,"5,598",23
10693411,1,petschekr,c python ,https://stackoverflow.com/questions/10693411/implementing-the-airdrop-protocol,Implementing the AirDrop protocol [closed],"1,213",5/21/2012 22:17,"14,387",23
12142174,2,Bram W.,c python ,https://stackoverflow.com/questions/12142174/run-a-python-script-with-arguments,Run a python script with arguments,"1,469",8/27/2012 12:40,"31,583",23
3494598,4,Joakim Hove,c python ,https://stackoverflow.com/questions/3494598/passing-a-list-of-strings-to-from-python-ctypes-to-c-function-expecting-char,Passing a list of strings to from python/ctypes to C function expecting char **,231,8/16/2010 15:24,"10,849",23
2316003,1,Matt Joiner,c python ,https://stackoverflow.com/questions/2316003/get-number-of-modified-rows-after-sqlite3-execute-in-python,Get number of modified rows after sqlite3 execute in Python,102k,2/23/2010 3:55,"10,602",23
8067171,2,orlp,c python ,https://stackoverflow.com/questions/8067171/ctypes-vs-c-extension,ctypes vs C extension,100k,11/9/2011 15:21,"6,884",23
22589868,4,pius,c python ,https://stackoverflow.com/questions/22589868/call-python-code-from-c-via-cython,Call python code from c via cython,"1,904",3/23/2014 10:51,"9,397",23
2482270,2,Jon Mills,c python ,https://stackoverflow.com/questions/2482270/easiest-way-of-unit-testing-c-code-with-python,Easiest way of unit testing C code with Python,"1,645",3/20/2010 7:12,"11,090",23
4624507,2,Alexandros,c python ,https://stackoverflow.com/questions/4624507/building-64-bit-c-python-extensions-on-windows,Building 64-bit C Python extensions on Windows,"3,589",1/7/2011 10:20,"6,791",23
8946810,2,Kevin,c python ,https://stackoverflow.com/questions/8946810/is-there-an-equivalent-to-the-matlab-function-bsxfun-in-python,Is there an equivalent to the MATLAB function bsxfun in python?,343,1/20/2012 19:27,"14,602",23
1951421,4,waffleman,c python ,https://stackoverflow.com/questions/1951421/how-to-parse-a-c-header-file,How to parse a C header file?,"3,857",12/23/2009 8:36,"30,113",22
1296162,3,Phillip Whelan,c python ,https://stackoverflow.com/questions/1296162/how-can-i-read-a-python-pickle-database-file-from-c,How can I read a python pickle database/file from C?,"1,670",8/18/2009 20:02,"24,635",22
3512414,1,James,c python ,https://stackoverflow.com/questions/3512414/does-this-pylist-appendlist-py-buildvalue-leak,"Does this PyList_Append(list, Py_BuildValue(?????)) leak?",22.7k,8/18/2010 13:11,"6,310",22
6985109,2,Niklas R,c python ,https://stackoverflow.com/questions/6985109/how-to-compile-c-code-from-cython-with-gcc,How to compile .c code from Cython with gcc,14.5k,8/8/2011 16:14,"20,609",22
7977399,3,Mihai Maruseac,c python ,https://stackoverflow.com/questions/7977399/does-anyone-know-a-non-tex-equivalent-for-tikz,Does anyone know a non-TeX equivalent for TikZ?,19.5k,11/2/2011 8:19,"4,835",22
12697292,1,Mick,c python ,https://stackoverflow.com/questions/12697292/detecting-reflective-dll-injection,Detecting reflective DLL injection,12.8k,10/2/2012 19:53,"5,660",22
1582105,7,spearfire,c python ,https://stackoverflow.com/questions/1582105/noob-ready-cython-tutorials,Noob-Ready Cython Tutorials [closed],639,10/17/2009 12:33,"8,617",21
51029111,1,Bob,c python ,https://stackoverflow.com/questions/51029111/python-how-to-implement-a-c-function-as-awaitable-coroutine,python - how to implement a C-function as awaitable (coroutine),"4,240",6/25/2018 17:41,"3,064",21
4376397,5,Izz ad-Din Ruhulessin,c python ,https://stackoverflow.com/questions/4376397/executing-a-c-program-in-python,Executing a C program in python?,"5,305",12/7/2010 12:08,"58,607",20
20503671,3,avidreader610,c python ,https://stackoverflow.com/questions/20503671/python-c-program-subprocess-hangs-at-for-line-in-iter,Python C program subprocess hangs at ?????for line in iter?????,475,12/10/2013 19:38,"6,526",20
2798858,8,jbochi,c python ,https://stackoverflow.com/questions/2798858/installing-pygraphviz-on-windows-python-2-6,"Installing PygraphViz on Windows, Python 2.6",27.1k,5/9/2010 19:24,"11,725",20
37903317,1,Mark Ransom,c python ,https://stackoverflow.com/questions/37903317/is-there-a-python-constant-for-unicode-whitespace,Is there a Python constant for Unicode whitespace?,274k,6/19/2016 2:05,"10,801",20
31145163,1,timlukins,c python ,https://stackoverflow.com/questions/31145163/possible-to-autogenerate-cython-bindings-around-a-large-existing-c-library,"Possible to autogenerate Cython bindings around a large, existing C library?","2,606",6/30/2015 17:58,"2,177",20
30573873,1,pbu,c python ,https://stackoverflow.com/questions/30573873/how-to-train-word2vec-on-very-large-datasets,How to train Word2vec on very large datasets?,"2,578",6/1/2015 12:46,"12,391",19
2990487,3,user352864,c python ,https://stackoverflow.com/questions/2990487/how-to-define-a-new-type-class-in-python-using-c-api,How to define a new type (class) in Python using C API?,203,6/7/2010 14:46,"11,367",19
13485364,2,orangesky,c python ,https://stackoverflow.com/questions/13485364/cant-install-kivy-cython-gcc-error,Can't install Kivy: Cython/GCC error,315,11/21/2012 2:13,"8,977",19
3272017,1,TH.,c python ,https://stackoverflow.com/questions/3272017/swig-python-bindings-to-native-code-not-working-with-opencv-2-1,SWIG Python bindings to native code not working with OpenCV 2.1,"1,640",7/17/2010 15:04,679,19
3516560,7,spencer nelson,c python ,https://stackoverflow.com/questions/3516560/coming-from-c-how-should-i-learn-python,"Coming from C, how should I learn Python? [closed]","3,855",8/18/2010 20:49,"21,186",18
18247126,4,,c python ,https://stackoverflow.com/questions/18247126/how-to-flip-a-bit-at-a-specific-position-in-an-integer-in-any-language,how to flip a bit at a specific position in an integer in any language,,8/15/2013 5:59,"26,841",18
1635827,9,nubela,c python ,https://stackoverflow.com/questions/1635827/how-would-one-implement-lazy-evaluation-in-c,How would one implement Lazy Evaluation in C?,14.8k,10/28/2009 8:22,"3,631",18
10625584,3,shoosh,c python ,https://stackoverflow.com/questions/10625584/embedding-python-in-multithreaded-c-application,Embedding python in multithreaded C application,71k,5/16/2012 19:43,"6,841",18
11607387,3,THM,c python ,https://stackoverflow.com/questions/11607387/is-there-a-c-c-api-for-python-pandas,Is there a C/C++ API for python pandas? [closed],655,7/23/2012 6:24,"21,142",17
4677512,2,TIMEX,c python ,https://stackoverflow.com/questions/4677512/can-i-use-cstringio-the-same-as-stringio,Can I use cStringIO the same as StringIO?,220k,1/13/2011 6:47,"7,529",17
21920884,2,richizy,c python ,https://stackoverflow.com/questions/21920884/c-array-vs-numpy-array,C array vs NumPy array,"1,701",2/20/2014 22:15,"8,225",17
1675181,4,fortran,c python ,https://stackoverflow.com/questions/1675181/get-str-repr-with-double-quotes-python,Get str repr with double quotes Python,68.2k,11/4/2009 16:55,"11,954",17
7676314,2,shodanex,c python ,https://stackoverflow.com/questions/7676314/py-initialize-py-finalize-not-working-twice-with-numpy,Py_initialize / Py_Finalize not working twice with numpy,14.2k,10/6/2011 15:02,"4,721",17
20232965,2,dejay,c python ,https://stackoverflow.com/questions/20232965/how-do-i-properly-use-pythons-c-api-and-exceptions,How do I properly use Python's C API and exceptions?,678,11/27/2013 2:46,"7,551",17
6329583,1,brice,c python ,https://stackoverflow.com/questions/6329583/how-to-reliably-generate-ethernet-frame-errors-in-software,How to reliably generate Ethernet frame errors in software?,22k,6/13/2011 11:06,"7,426",17
4180836,6,Liam,c python ,https://stackoverflow.com/questions/4180836/using-cython-for-game-development,Using Cython for game development?,"1,537",11/15/2010 1:46,"8,554",16
22458298,2,JohnJ,c python ,https://stackoverflow.com/questions/22458298/extending-python-with-c-pass-a-list-to-pyarg-parsetuple,Extending python with C: Pass a list to PyArg_ParseTuple,"5,520",3/17/2014 15:22,"18,097",16
15293604,4,Manila Thrilla,c python ,https://stackoverflow.com/questions/15293604/import-constants-from-h-file-into-python,Import constants from .h file into python,517,3/8/2013 12:04,"22,902",16
17244488,5,SchwabTheDeck,c python ,https://stackoverflow.com/questions/17244488/reading-struct-in-python-from-created-struct-in-c,reading struct in python from created struct in c,191,6/21/2013 21:21,"22,872",16
11713701,4,pyrospade,c python ,https://stackoverflow.com/questions/11713701/how-to-debug-c-extensions-for-python-on-windows,How to debug C extensions for Python on Windows,"7,174",7/29/2012 22:59,"8,857",16
1019707,12,oggy,c python ,https://stackoverflow.com/questions/1019707/sandboxing-in-linux,Sandboxing in Linux,"1,825",6/19/2009 19:35,"6,815",16
9035754,5,Michal Illich,c python ,https://stackoverflow.com/questions/9035754/library-for-gradient-boosting-tree,Library for gradient boosting tree,"1,755",1/27/2012 15:30,"9,503",16
3376252,7,EGP,c python ,https://stackoverflow.com/questions/3376252/what-are-the-benefits-and-drawbacks-of-a-weakly-typed-language,What are the benefits (and drawbacks) of a weakly typed language?,377,7/31/2010 0:24,"10,044",16
24499393,1,Siler,c python ,https://stackoverflow.com/questions/24499393/cpython-locking-the-gil-in-the-main-thread,CPython - locking the GIL in the main thread,"7,845",6/30/2014 21:42,"1,550",16
24062830,3,obeattie,c python ,https://stackoverflow.com/questions/24062830/best-way-to-package-a-python-library-that-includes-a-c-shared-library,Best way to package a Python library that includes a C shared library?,"3,010",6/5/2014 14:26,"4,315",16
1158396,8,Michael Stum,c python ,https://stackoverflow.com/questions/1158396/how-to-implement-a-scripting-language-into-a-c-application,How to implement a scripting language into a C application?,168k,7/21/2009 10:32,"4,761",15
21012348,2,w00d,c python ,https://stackoverflow.com/questions/21012348/cython-how-to-make-an-python-object-as-a-property-of-cython-class,Cython: how to make an python object as a property of cython class,"4,912",1/9/2014 5:37,"6,018",15
18679264,1,Curious2learn,c python ,https://stackoverflow.com/questions/18679264/how-to-use-malloc-and-free-with-python-ctypes,How to use malloc and free with python ctypes?,26.4k,9/8/2013 0:39,"16,789",15
58740925,1,OverLordGoldDragon,c python ,https://stackoverflow.com/questions/58740925/why-is-np-dot-imprecise-n-dim-arrays,Why is np.dot imprecise? (n-dim arrays),14.9k,11/7/2019 2:01,"1,085",15
7041172,1,wim,c python ,https://stackoverflow.com/questions/7041172/pils-colour-space-conversion-ycbcr-rgb,PIL's colour space conversion YCbCr -> RGB,272k,8/12/2011 14:00,"17,819",15
44109274,1,harrison4,c python ,https://stackoverflow.com/questions/44109274/execinfo-h-missing-when-installing-xgboost-in-cygwin,execinfo.h missing when installing xgboost in Cygwin,"6,274",5/22/2017 9:23,"1,822",15
12265756,1,Channel72,c python ,https://stackoverflow.com/questions/12265756/c-python-running-python-code-within-a-context,C Python: Running Python code within a context,22.6k,9/4/2012 14:34,"2,085",15
14883853,5,Thane Brimhall,c python ,https://stackoverflow.com/questions/14883853/ctypes-return-a-string-from-c-function,ctypes return a string from c function,"8,281",2/14/2013 20:53,"19,155",14
17532371,4,Alexander,c python ,https://stackoverflow.com/questions/17532371/pyimport-import-fails-returns-null,PyImport_Import fails (returns NULL),663,7/8/2013 17:15,"11,005",14
1494372,7,elventear,c python ,https://stackoverflow.com/questions/1494372/asn-1-parser-in-c-python,asn.1 parser in C/Python,321,9/29/2009 19:06,"23,554",14
12429061,2,Marcus,c python ,https://stackoverflow.com/questions/12429061/why-is-python-faster-than-c-when-concatenating-two-strings,Why is Python faster than C when concatenating two strings?,"6,245",9/14/2012 17:10,924,14
2050318,7,Eli Courtwright,c python ,https://stackoverflow.com/questions/2050318/extract-the-fields-of-a-c-struct,Extract the fields of a C struct,167k,1/12/2010 16:08,"9,746",14
9345201,2,mau5padd,c python ,https://stackoverflow.com/questions/9345201/speed-of-python-extensions-in-c-vs-c,Speed of Python Extensions in C vs. C,395,2/18/2012 23:35,"2,326",14
7931726,2,XZS,c python ,https://stackoverflow.com/questions/7931726/are-datagrams-always-received-completely,Are datagrams always received completely?,"2,134",10/28/2011 15:57,"1,315",14
28749209,3,Pwnosaurus,c python ,https://stackoverflow.com/questions/28749209/do-cython-extension-types-support-class-attributes,Do Cython extension types support class attributes?,"1,874",2/26/2015 17:43,"8,372",14
3789881,3,alanc10n,c python ,https://stackoverflow.com/questions/3789881/create-and-call-python-function-from-string-via-c-api,Create and call python function from string via C API,"4,516",9/24/2010 18:28,"10,060",14
16633424,1,HennyH,c python ,https://stackoverflow.com/questions/16633424/int-mul-executes-2x-slower-than-operator-mul,"int.__mul__ , executes 2X slower than operator.mul","7,316",5/19/2013 9:59,"1,271",14
6587407,2,Charles Brunet,c python ,https://stackoverflow.com/questions/6587407/what-are-the-different-options-for-interfacing-c-or-c-with-python,What are the different options for interfacing C (or C++) with Python?,18.6k,7/5/2011 18:48,"1,127",14
11302656,3,nickneedsaname,c python ,https://stackoverflow.com/questions/11302656/shared-memory-between-python-processes,Shared memory between python processes,550,7/2/2012 23:40,"16,284",14
8001923,1,Brian Larsen,c python ,https://stackoverflow.com/questions/8001923/python-extension-module-with-variable-number-of-arguments,Python extension module with variable number of arguments,"1,672",11/3/2011 21:12,"5,850",14
27266338,1,Horse SMith,c python ,https://stackoverflow.com/questions/27266338/what-does-the-order-parameter-in-numpy-array-do-aka-what-is-contiguous-order,What does the order parameter in numpy.array() do AKA what is contiguous order?,893,12/3/2014 7:52,"9,369",14
7403966,3,mdscruggs,c python ,https://stackoverflow.com/questions/7403966/most-efficient-way-to-build-a-1-d-array-list-vector-of-unknown-length-using-cyth,Most efficient way to build a 1-d array/list/vector of unknown length using Cython? Or should this never be done?,"1,142",9/13/2011 14:56,"8,789",14
6822584,3,Penny,c python ,https://stackoverflow.com/questions/6822584/how-to-control-gdb-within-c-or-python-code-without-the-gdb-python-api,How to control gdb within C or Python code without the GDB Python API?,143,7/25/2011 21:27,"5,154",14
7687673,3,David Heffernan,c python ,https://stackoverflow.com/questions/7687673/what-can-change-my-floating-point-control-word-behind-my-back,What can change my floating point control word behind my back?,575k,10/7/2011 13:05,"1,189",14
6411042,2,Basilevs,c python ,https://stackoverflow.com/questions/6411042/how-to-create-a-custom-python-exception-type-in-c-extension,How to create a custom Python exception type in C extension?,18.8k,6/20/2011 12:21,"2,909",14
3533759,14,Pablo Hevia-Koch,c python ,https://stackoverflow.com/questions/3533759/performance-differences-between-python-and-c,Performance differences between Python and C,502,8/20/2010 18:27,"13,681",13
7290943,5,UserZer0,c python ,https://stackoverflow.com/questions/7290943/write-a-string-of-1s-and-0s-to-a-binary-file,Write a string of 1's and 0's to a binary file?,"1,349",9/3/2011 3:20,"4,595",13
22425921,3,jrsm,c python ,https://stackoverflow.com/questions/22425921/pass-a-2d-numpy-array-to-c-using-ctypes,Pass a 2d numpy array to c using ctypes,"1,413",3/15/2014 15:41,"13,582",13
25882150,1,Fra,c python ,https://stackoverflow.com/questions/25882150/python-h-not-found-using-swig-and-anaconda-python,Python.h not found using swig and Anaconda Python,"4,188",9/17/2014 4:08,"14,030",13
7639141,3,kwl34,c python ,https://stackoverflow.com/questions/7639141/execute-python-script-as-root-seteuid-vs-c-wrapper,Execute Python Script as Root (seteuid vs c-wrapper),153,10/3/2011 18:33,"4,796",13
4350764,5,grrussel,c python ,https://stackoverflow.com/questions/4350764/implementation-of-a-c-pre-processor-in-python-or-javascript,Implementation of a C pre-processor in Python or JavaScript? [closed],"7,073",12/3/2010 23:12,"8,057",13
8447308,2,Bdfy,c python ,https://stackoverflow.com/questions/8447308/ctypes-and-string,ctypes and string,19.3k,12/9/2011 14:56,"25,391",13
34480973,1,Bociek,c python ,https://stackoverflow.com/questions/34480973/example-program-of-cython-as-python-to-c-converter,Example program of Cython as Python to C Converter,955,12/27/2015 13:40,"10,166",13
30399175,3,tinkerbeast,c python ,https://stackoverflow.com/questions/30399175/is-it-possible-to-implement-python-yield-functionality-in-freestanding-c,Is it possible to implement Python yield functionality in freestanding C?,"1,412",5/22/2015 14:20,"1,606",13
23056057,1,Tim,c python ,https://stackoverflow.com/questions/23056057/why-is-cffi-so-much-quicker-than-numpy,Why is cffi so much quicker than numpy?,"1,706",4/14/2014 9:04,"3,540",13
14341549,2,apl,c python ,https://stackoverflow.com/questions/14341549/passing-a-set-of-numpy-arrays-into-c-function-for-input-and-output,Passing a set of NumPy arrays into C function for input and output,133,1/15/2013 15:54,"5,425",13
5136,4,Marcel Levy,c python ,https://stackoverflow.com/questions/5136/does-anyone-have-experience-creating-a-shared-library-in-matlab,Does anyone have experience creating a shared library in MATLAB?,"3,307",8/7/2008 18:47,"2,247",13
23578312,1,Basile Starynkevitch,c python ,https://stackoverflow.com/questions/23578312/gdb-pretty-printing-with-python-a-recursive-structure,gdb pretty printing with python a recursive structure,210k,5/10/2014 7:25,"5,475",13
8708758,2,Tom Future,c python ,https://stackoverflow.com/questions/8708758/can-i-force-a-numpy-ndarray-to-take-ownership-of-its-memory,Can I force a numpy ndarray to take ownership of its memory?,"1,730",1/3/2012 6:36,"2,715",13
2563978,7,,c python ,https://stackoverflow.com/questions/2563978/rewriting-live-tcp-ip-layer-4-i-e-socket-layer-streams,Rewriting Live TCP/IP (Layer 4) (i.e. Socket Layer) Streams,,"This post is community owned as of Apr 6 '10 at 14:49. Votes do not generate reputation, and it can be edited by users with 100 rep","4,807",13
6418221,1,GaretJax,c python ,https://stackoverflow.com/questions/6418221/getting-type-size-of-time-t-using-ctypes,Getting type/size of `time_t` using ctypes,"6,775",6/20/2011 22:16,"2,950",13
