_id,answers,author,combination,links,questions,reputation,time,views,votes
15459684,5,Arty,c python ,https://stackoverflow.com/questions/15459684/transmission-bytearray-from-python-to-c-and-return-it,Transmission bytearray from Python to C and return it,540,3/17/2013 10:22,"8,472",6
7096990,7,pocorschi,c python ,https://stackoverflow.com/questions/7096990/py-bcrypt-installing-on-win-7-64bit-python,py-bcrypt installing on win 7 64bit python,"3,255",8/17/2011 17:33,"6,337",6
19771328,3,Ethan Smith,c python ,https://stackoverflow.com/questions/19771328/sine-wave-that-exponentialy-changes-between-frequencies-f1-and-f2-at-given-time,sine wave that exponentialy changes between frequencies f1 and f2 at given time/amount of samples,83,11/4/2013 15:40,"6,097",6
49071728,2,Redherring,c python ,https://stackoverflow.com/questions/49071728/return-a-struct-from-c-to-python-using-cython,Return a struct from C to Python using Cython,73,3/2/2018 15:00,"3,425",6
29847504,3,ForceBru,c python ,https://stackoverflow.com/questions/29847504/how-to-count-the-number-of-digits-in-numbers-in-different-bases,How to count the number of digits in numbers in different bases?,37.8k,4/24/2015 12:24,"2,571",6
25713194,3,user3059347,c python ,https://stackoverflow.com/questions/25713194/running-c-in-a-browser,Running C in A Browser,509,9/7/2014 17:58,"7,784",6
21279913,2,Guy L,c python ,https://stackoverflow.com/questions/21279913/python-embedding-pyimport-import-not-from-the-current-directory,Python Embedding: PyImport_Import not from the current directory,"2,584",1/22/2014 10:12,"9,139",6
11700501,2,Ivan Oseledets,c python ,https://stackoverflow.com/questions/11700501/python-cython-c-and-callbacks-calling-a-python-function-from-c-using-cython,"Python/Cython/C and callbacks, calling a Python function from C using Cython","1,960",7/28/2012 11:12,"4,732",6
3001827,6,Samizdis,c python ,https://stackoverflow.com/questions/3001827/os-independent-inter-program-communication-between-python-and-c,OS-independent Inter-program communication between Python and C,"1,399",6/8/2010 22:36,"3,350",6
2639195,3,Rella,c python ,https://stackoverflow.com/questions/2639195/is-there-any-free-python-to-c-translator,Is there any free Python to C translator? [closed],59.6k,4/14/2010 16:32,"14,721",6
34928001,2,Dan,c python ,https://stackoverflow.com/questions/34928001/distutils-ignores-changes-to-setup-py-when-building-an-extension,distutils ignores changes to setup.py when building an extension?,"2,481",1/21/2016 15:41,"2,665",6
1925360,10,Yanik,c python ,https://stackoverflow.com/questions/1925360/rules-engine-in-c-or-python,Rules Engine in C or Python [closed],519,12/17/2009 23:39,"11,824",6
40530785,1,Max Segal,c python ,https://stackoverflow.com/questions/40530785/combine-pycharm-and-clion-ides,Combine PyCharm and CLion IDEs,"1,632",11/10/2016 15:04,"2,148",6
10249677,3,Russ,c python ,https://stackoverflow.com/questions/10249677/why-would-tcp-packets-consistently-fail-to-arrive-at-the-server-when-the-client,Why would TCP packets consistently fail to arrive at the server when the client happily sent them?,"9,308",4/20/2012 16:07,"5,509",6
36530637,1,Jahan Balasubramaniam,c python ,https://stackoverflow.com/questions/36530637/embedding-python-in-c-error-in-linking-undefined-reference-to-pystring-asstri,Embedding Python in C: Error in linking - undefined reference to PyString_AsString,330,4/10/2016 13:52,"6,161",6
36093158,2,ComputerLocus,c python ,https://stackoverflow.com/questions/36093158/how-does-string-conversion-between-pyunicode-string-and-c-string-work,How Does String Conversion Between PyUnicode String and C String Work? [closed],"2,867",3/18/2016 19:55,"4,665",6
833063,3,NevilleDNZ,c python ,https://stackoverflow.com/questions/833063/python-style-iterators-in-c,Python style iterators in C,"1,193",5/7/2009 5:52,864,6
37943699,2,Mark Morrisson,c python ,https://stackoverflow.com/questions/37943699/crash-when-calling-pyarg-parsetuple-on-a-numpy-array,Crash when calling PyArg_ParseTuple on a Numpy array,"1,990",6/21/2016 11:52,"1,579",6
30225067,1,Roger,c python ,https://stackoverflow.com/questions/30225067/reproduce-a-c-function-pointer-array-in-python,Reproduce a C function pointer array in Python,627,5/13/2015 20:58,619,6
18695402,3,Snorfalorpagus,c python ,https://stackoverflow.com/questions/18695402/wrapping-a-pre-initialized-pointer-in-a-cython-class,Wrapping a pre-initialized pointer in a cython class,"3,041",9/9/2013 9:38,"1,028",6
13752070,2,Matt Roberts,c python ,https://stackoverflow.com/questions/13752070/detect-when-osx-sleeps-resumes-from-sleep,Detect when osx sleeps / resumes from sleep,24.4k,12/6/2012 20:36,"2,254",6
8215265,1,tehwalrus,c python ,https://stackoverflow.com/questions/8215265/passing-python-strings-through-cython-to-c,"passing python strings, through cython, to C","2,411",11/21/2011 16:42,"10,425",6
2865679,2,amoffat,c python ,https://stackoverflow.com/questions/2865679/why-are-python-extensions-shared-libraries-is-it-possible-to-make-a-static-link,Why are python extensions shared libraries? Is it possible to make a static-linked library?,648,5/19/2010 13:01,"1,947",6
508144,4,Nathan,c python ,https://stackoverflow.com/questions/508144/fast-pdf-splitter-library,Fast PDF splitter library,"2,795",2/3/2009 17:42,"2,582",6
56380536,1,Brandan B,c python ,https://stackoverflow.com/questions/56380536/hilbert-transform-in-python,Hilbert Transform in Python?,324,5/30/2019 14:45,"4,714",6
35818977,2,tarabyte,c python ,https://stackoverflow.com/questions/35818977/does-python-have-an-exit-success-constant,Does python have an EXIT_SUCCESS constant?,14.7k,3/5/2016 19:45,"1,447",6
34315470,4,PaddyOsmond,c python ,https://stackoverflow.com/questions/34315470/ipc-between-c-application-and-python,IPC between C application and Python,73,12/16/2015 15:08,"8,763",6
30013252,2,TorosFanny,c python ,https://stackoverflow.com/questions/30013252/get-all-global-variables-local-variables-in-gdbs-python-interface,Get all global variables/local variables in gdb's python interface,"1,632",5/3/2015 11:24,"3,426",6
14677190,2,Dennis,c python ,https://stackoverflow.com/questions/14677190/embedding-python-in-c-error-when-attempting-to-call-python-code-in-a-c-callback,Embedding Python in C: Error when attempting to call Python code in a C callback called by Python code,103,2/3/2013 20:53,"4,285",6
13173029,3,rathin2j,c python ,https://stackoverflow.com/questions/13173029/can-c-programs-have-python-gui,Can C programs have Python GUI?,99,11/1/2012 7:52,"4,283",6
12862830,1,Eric Seifert,c python ,https://stackoverflow.com/questions/12862830/r-ppc-rel24-relocation-out-of-range,R_PPC_REL24 relocation out of range,"1,736",10/12/2012 15:54,"3,769",6
34275761,2,Jcov,c python ,https://stackoverflow.com/questions/34275761/permutations-but-with-some-numbers-kept-in-an-order,Permutations but with some numbers kept in an order,"1,531",12/14/2015 20:13,876,6
9303212,3,Wesley,c python ,https://stackoverflow.com/questions/9303212/importerror-from-cython-when-linking-an-external-c-library,ImportError from Cython when linking an external C library,"1,052",2/15/2012 23:28,"2,478",6
8076152,5,adamo,c python ,https://stackoverflow.com/questions/8076152/extensible-provisioning-protocol-implementations,Extensible Provisioning Protocol implementations? [closed],"2,337",11/10/2011 7:25,"1,459",6
6010916,4,jack44,c python ,https://stackoverflow.com/questions/6010916/is-it-possible-to-get-k-th-element-of-m-character-length-combination-in-o1,Is it possible to get k-th element of m-character-length combination in O(1)?,253,5/15/2011 20:07,368,6
5022237,1,mmoore,c python ,https://stackoverflow.com/questions/5022237/windows-hook-with-python,Windows hook with Python,766,2/16/2011 21:19,"7,948",6
3325602,1,Matt Joiner,c python ,https://stackoverflow.com/questions/3325602/what-is-the-relation-between-path-max-and-name-max-and-how-do-i-obtain,"What is the relation between PATH_MAX and NAME_MAX, and how do I obtain?",102k,7/24/2010 15:12,"2,148",6
47517323,2,jmd_dk,c python ,https://stackoverflow.com/questions/47517323/grep-library-output-from-within-python,grep library output from within Python,"8,594",11/27/2017 18:15,780,6
46240207,2,rwolst,c python ,https://stackoverflow.com/questions/46240207/passing-list-of-numpy-arrays-to-c-using-cython,Passing list of numpy arrays to C using cython,10.8k,9/15/2017 13:00,"2,223",6
42106562,1,BAR,c python ,https://stackoverflow.com/questions/42106562/cython-pass-string-to-c-as-bytes,Cython Pass String To C as Bytes,12.9k,2/8/2017 6:55,"1,640",6
38798244,1,gsamaras,c python ,https://stackoverflow.com/questions/38798244/is-python-smart-enough-to-replace-function-calls-with-constant-result,Is python smart enough to replace function calls with constant result?,67.2k,8/5/2016 21:53,124,6
12255537,2,liuyu,c python ,https://stackoverflow.com/questions/12255537/correct-cyclic-garbage-collection-in-extension-modules,Correct cyclic garbage-collection in extension modules,"1,187",9/4/2012 0:53,"1,319",6
8272905,3,jmilloy,c python ,https://stackoverflow.com/questions/8272905/find-the-largest-divisor-of-n-that-is-less-than-sqrtn,Find the largest divisor of N that is less than sqrt(N),"6,800",11/25/2011 18:15,"3,014",6
5380531,3,Channel72,c python ,https://stackoverflow.com/questions/5380531/idiom-for-socket-receive-in-python,Idiom for socket receive in Python,22.6k,3/21/2011 16:25,549,6
46515782,1,Carpetfizz,c python ,https://stackoverflow.com/questions/46515782/returning-an-array-of-structs-in-cython,Returning an array of structs in Cython,"7,576",10/1/2017 18:57,"2,382",6
43317409,1,pfc,c python ,https://stackoverflow.com/questions/43317409/ctypes-argumenterror-dont-know-how-to-convert-parameter,ctypes.ArgumentError: Don't know how to convert parameter,"1,541",4/10/2017 7:41,"13,487",6
35232292,1,pep,c python ,https://stackoverflow.com/questions/35232292/transform-and-remap-an-equirectangular-image-with-a-90-roll,Transform and remap an equirectangular image with a 90?? roll,71,2/5/2016 19:45,"2,539",6
24771491,1,rleelr,c python ,https://stackoverflow.com/questions/24771491/how-to-install-imusim,How to install IMUsim,"1,624",7/16/2014 2:55,"1,690",6
19897338,2,javex,c python ,https://stackoverflow.com/questions/19897338/how-do-you-pass-around-a-void-pointer-between-python-and-c-when-writing-an-exten,How do you pass around a void pointer between Python and C when writing an extension?,"6,397",11/11/2013 1:05,"4,286",6
16533174,1,Travis Griggs,c python ,https://stackoverflow.com/questions/16533174/how-to-order-sort-a-2d-table-of-dependencies,How to order/sort a 2D table of dependencies,19.1k,5/14/2013 0:15,157,6
12207865,2,Alex Williams,c python ,https://stackoverflow.com/questions/12207865/where-to-begin-with-distributed-computing-parallel-processing-python-c,Where to begin with Distributed Computing / Parallel Processing? (Python / C) [closed],119,8/31/2012 1:38,"2,035",6
9431615,2,Alcott,c python ,https://stackoverflow.com/questions/9431615/c-struct-in-python,C struct in Python,15.8k,2/24/2012 13:32,966,6
3292704,1,Cheery,c python ,https://stackoverflow.com/questions/3292704/how-to-write-a-jit-library,How to write a JIT library?,22k,7/20/2010 17:35,577,6
631607,5,gnosio,c python ,https://stackoverflow.com/questions/631607/what-is-the-best-method-to-read-a-double-from-a-binary-file-created-in-c,What is the best method to read a double from a Binary file created in C?,"1,489",3/10/2009 18:13,"10,113",6
46778979,1,Zapho Oxx,c python ,https://stackoverflow.com/questions/46778979/why-will-my-buffer-overflow-exploit-open-a-user-shell-only-instead-of-a-root-she,why will my buffer overflow exploit open a user shell only instead of a root shell?,245,10/16/2017 20:57,"1,923",6
16908820,1,Lucas Radaelli,c python ,https://stackoverflow.com/questions/16908820/what-is-the-init-function-of-a-dynamic-module-in-python,What is the init function of a dynamic module in python?,143,6/4/2013 2:18,"3,233",6
12116390,1,phunctor,c python ,https://stackoverflow.com/questions/12116390/python-code-calls-c-library-that-create-os-threads-which-eventually-call-python,"Python code calls C library that create OS threads, which eventually call Python callbacks",549,8/24/2012 20:44,"1,749",6
9019580,2,user1056255,c python ,https://stackoverflow.com/questions/9019580/makefile-for-c-program-that-uses-numpy-extensions,Makefile for C program that uses numpy extensions,91,1/26/2012 14:29,942,6
3752231,1,Vishesh Handa,c python ,https://stackoverflow.com/questions/3752231/socket-no-route-to-host-error,Socket 'No route to host' error,"1,641",9/20/2010 14:07,"15,851",6
63540036,1,CSStudent7782,c python ,https://stackoverflow.com/questions/63540036/how-do-you-wrap-a-c-function-that-returns-a-pointer-to-a-mallocd-array-with-cty,How do you wrap a C function that returns a pointer to a malloc'd array with ctypes?,337,8/22/2020 19:01,78,6
39732600,3,watchy,c python ,https://stackoverflow.com/questions/39732600/why-is-my-stack-buffer-overflow-exploit-not-working,Why is my stack buffer overflow exploit not working?,71,9/27/2016 19:14,"4,866",6
38959713,1,Alex,c python ,https://stackoverflow.com/questions/38959713/reading-c-structures-in-python-with-ctypes,Reading C structures in Python with ctypes,81,8/15/2016 17:14,510,6
29058706,1,rammelmueller,c python ,https://stackoverflow.com/questions/29058706/python-systemerror-null-result-without-error-in-pyobject-call,Python - SystemError: NULL result without error in PyObject call,855,3/15/2015 8:30,"5,063",6
20076030,1,Rok,c python ,https://stackoverflow.com/questions/20076030/lack-of-speedup-and-erroneous-results-with-openmp-and-cython,lack of speedup and erroneous results with OpenMP and Cython,603,11/19/2013 15:51,992,6
14718147,1,Dustin Oprea,c python ,https://stackoverflow.com/questions/14718147/developing-for-the-hdmi-port-on-linux,Developing for the HDMI port on Linux,"8,491",2/5/2013 22:24,"8,195",6
9264299,1,Jean-Paul Calderone,c python ,https://stackoverflow.com/questions/9264299/how-does-one-unit-test-handling-of-the-error-conditions-for-python-c-apis-like-p,How does one unit test handling of the error conditions for Python/C APIs like PyType_Ready and PyObject_New?,45.7k,2/13/2012 16:40,241,6
4322153,1,Gringo Suave,c python ,https://stackoverflow.com/questions/4322153/how-to-query-native-hardware-resolution-of-primary-monitor-in-windows,How to query NATIVE hardware resolution of primary monitor in Windows?,25.8k,12/1/2010 7:34,"3,210",6
4297167,2,user290494,c python ,https://stackoverflow.com/questions/4297167/using-cython-to-port-modules-to-python-3-1,using cython to port modules to python 3.1,185,11/28/2010 14:20,596,6
1457045,3,fionbio,c python ,https://stackoverflow.com/questions/1457045/implementation-of-set-reconciliation-algorithm,Implementation of set reconciliation algorithm,451,9/21/2009 21:43,"6,385",6
38152036,1,Alex,c python ,https://stackoverflow.com/questions/38152036/issue-with-passing-string-from-python-to-c-shared-lib-using-ctypes,Issue with passing string from Python to C shared lib using ctypes,61,7/1/2016 18:39,"1,119",6
35158799,2,Berk U.,c python ,https://stackoverflow.com/questions/35158799/speeding-up-matrix-vector-multiplication-and-exponentiation-in-python-possibly,"Speeding up matrix-vector multiplication and exponentiation in Python, possibly by calling C/C++","6,528",2/2/2016 16:30,513,6
26806790,1,Noob Saibot,c python ,https://stackoverflow.com/questions/26806790/can-switching-in-and-out-pyframeobjects-be-a-good-implementation-of-continuation,Can switching in-and-out PyFrameObjects be a good implementation of continuations?,"4,014",11/7/2014 17:30,137,6
24501406,1,GuoJing,c python ,https://stackoverflow.com/questions/24501406/how-do-yield-works-in-python-c-code-good-bad-part,"How do yield works in Python C code, good & bad part",13,7/1/2014 1:53,"1,529",6
21973661,2,Kr0e,c python ,https://stackoverflow.com/questions/21973661/os-x-udp-send-error-55-no-buffer-space-available,OS X UDP send error: 55 No buffer space available,"2,009",2/23/2014 19:54,"5,256",6
16441903,2,F.X.,c python ,https://stackoverflow.com/questions/16441903/creating-a-pycobject-pointer-in-cython,Creating a PyCObject pointer in Cython,"5,667",5/8/2013 13:23,"1,658",6
16426469,3,Andrew Pendleton,c python ,https://stackoverflow.com/questions/16426469/data-structure-options-for-efficiently-storing-sets-of-integer-pairs-on-disk,Data structure options for efficiently storing sets of integer pairs on disk?,741,5/7/2013 18:54,633,6
2480565,1,Kamil Kisiel,c python ,https://stackoverflow.com/questions/2480565/directory-layout-for-a-python-project-with-c-extension-modules,Directory layout for a Python project with C extension modules,17.9k,3/19/2010 21:03,658,6
38952503,1,Eric O Lebigot,c python ,https://stackoverflow.com/questions/38952503/meaning-of-ldexp-and-frexp,Meaning of ldexp and frexp?,82.2k,8/15/2016 9:24,733,6
11937778,1,Charles L.,c python ,https://stackoverflow.com/questions/11937778/good-ways-to-pass-2d-variable-length-arrays-to-from-python-and-c,Good ways to pass 2D variable length arrays to/from Python and C?,"4,578",8/13/2012 15:47,"1,924",6
5670456,3,Fabio Cabral,c python ,https://stackoverflow.com/questions/5670456/swig-wrap-c-string-array-to-python-list,SWIG - Wrap C string array to python list,608,4/14/2011 22:27,"3,282",6
3879176,4,Manny,c java ,https://stackoverflow.com/questions/3879176/i-i-i-in-java-vs-c,++i + ++i + ++i in Java vs C,"6,121",10/7/2010 6:23,"8,649",6
1472135,7,dharga,c java ,https://stackoverflow.com/questions/1472135/removing-lowest-order-bit,Removing lowest order bit,"2,147",9/24/2009 14:38,"5,082",6
6742250,3,Pramod,c java ,https://stackoverflow.com/questions/6742250/what-is-the-equivalent-of-unsigned-long-in-java,What is the equivalent of unsigned long in java,"1,403",7/19/2011 4:18,"22,127",6
7210369,9,Saideira,c java ,https://stackoverflow.com/questions/7210369/simplifying-code-via-refactoring,simplifying code via refactoring,"2,264",8/26/2011 20:42,"1,571",6
8208546,6,zhangfaen,c java ,https://stackoverflow.com/questions/8208546/in-java-5-0-statement-doesnt-fire-sigfpe-signal-on-my-linux-machine-why,"In java, ?????5/0????? statement doesn't fire SIGFPE signal on my Linux machine, why?",63,11/21/2011 7:31,"2,253",6
11671908,8,Victor S,c java ,https://stackoverflow.com/questions/11671908/can-the-char-type-be-categorized-as-an-integer,Can the char type be categorized as an integer?,"3,521",7/26/2012 14:46,"14,471",6
15205587,5,Abhinav,c java ,https://stackoverflow.com/questions/15205587/which-data-type-or-data-structure-to-choose-to-calculate-factorial-of-100,Which data type or data structure to choose to calculate factorial of 100?,"1,668",3/4/2013 15:56,"3,480",6
1941244,7,Rudiger,c java ,https://stackoverflow.com/questions/1941244/compiler-to-translate-java-bytecode-to-platform-independent-c-code-before-runtim,Compiler to translate Java bytecode to platform-independent C code before runtime?,"6,066",12/21/2009 16:49,"8,660",6
1401202,10,phoenix24,c java ,https://stackoverflow.com/questions/1401202/profile-java-code,profile java code [closed],"2,014",9/9/2009 18:13,"2,040",6
214699,4,Chris R,c java ,https://stackoverflow.com/questions/214699/jni-memory-management-using-the-invocation-api,JNI memory management using the Invocation API,16.5k,10/18/2008 6:56,"11,249",6
19838,3,Julio C??sar,c java ,https://stackoverflow.com/questions/19838/ruby-blocks-java-closures-in-c,Ruby blocks/Java closures in C,11k,8/21/2008 13:17,"1,294",6
5367003,4,edgarmtze,c java ,https://stackoverflow.com/questions/5367003/egyptian-fractions-in-c,Egyptian Fractions in C,23.4k,3/20/2011 5:49,"2,512",6
4159502,7,Anon,c java ,https://stackoverflow.com/questions/4159502/compressing-a-byte-array-in-java-and-decompressing-in-c,Compressing a byte array in Java and decompressing in C,"4,823",11/11/2010 21:34,"2,092",6
3454476,4,GrayGnome,c java ,https://stackoverflow.com/questions/3454476/3d-graphics-theory-and-code-without-opengl-directx-xna-et-al,"3D Graphics Theory and Code without OpenGL, DirectX, XNA, et al [closed]",71,8/11/2010 0:25,"2,605",6
2440869,5,Andrew Klofas,c java ,https://stackoverflow.com/questions/2440869/java-dropping-half-of-udp-packets,Java dropping half of UDP packets,560,3/14/2010 1:41,"6,157",6
659693,8,,c java ,https://stackoverflow.com/questions/659693/best-way-to-serialize-a-c-structure-to-be-deserialized-by-java-etc,"Best way to serialize a C structure to be deserialized by Java, etc",,3/18/2009 19:12,"5,344",6
5964269,4,pimmling,c java ,https://stackoverflow.com/questions/5964269/asn-1-encoding-decoding,ASN.1 Encoding-Decoding,443,5/11/2011 12:32,"8,285",6
16850204,1,David,c java ,https://stackoverflow.com/questions/16850204/how-to-send-a-hashmap-from-java-to-c-via-jni,How to send a HashMap from Java to C via JNI,719,5/31/2013 5:15,"11,348",6
9492829,4,ggkmath,c java ,https://stackoverflow.com/questions/9492829/oracle-data-types-advice-on-choosing-number-versus-binary-double,Oracle data types: advice on choosing NUMBER versus BINARY DOUBLE?,"4,078",2/29/2012 2:36,"18,965",6
1991361,9,alan,c java ,https://stackoverflow.com/questions/1991361/find-all-combinations-of-a-given-set-of-numbers,Find all combinations of a given set of numbers,63,1/2/2010 11:38,"17,986",6
8750690,4,Andrea3000,c java ,https://stackoverflow.com/questions/8750690/osx-javavm-awt-swing-and-possibly-a-deadlock,"OSX: JavaVM, AWT/Swing and possibly a deadlock",998,1/5/2012 22:19,"1,923",6
9320619,2,HenryR,c java ,https://stackoverflow.com/questions/9320619/can-jni-be-made-to-honour-wildcard-expansion-in-the-classpath,Can JNI be made to honour wildcard expansion in the classpath?,"7,361",2/16/2012 23:18,"2,349",6
40596008,1,XTT,c java ,https://stackoverflow.com/questions/40596008/creating-an-integer-object-in-jni,Creating an Integer Object in JNI,137,11/14/2016 19:06,"1,673",6
19410875,3,Vanessa Phipps,c java ,https://stackoverflow.com/questions/19410875/how-are-arrays-of-java-objects-tenured,How are arrays of Java objects tenured?,"1,947",10/16/2013 18:22,309,6
5363855,2,edgarmtze,c java ,https://stackoverflow.com/questions/5363855/implement-bayes-net,Implement Bayes Net,23.4k,3/19/2011 18:09,"4,641",6
2185598,2,Martin Damrau,c java ,https://stackoverflow.com/questions/2185598/java-to-c-cross-compilation,Java to C cross compilation [closed],77,2/2/2010 16:16,"9,590",6
23239165,4,coffeenet,c java ,https://stackoverflow.com/questions/23239165/is-there-a-replacement-for-arrays-with-enums-as-indexes,Is there a replacement for Arrays with enums as indexes?,533,4/23/2014 8:45,311,6
19170185,1,lairtech,c java ,https://stackoverflow.com/questions/19170185/how-to-programmatically-write-ip-packet-bytes-into-pcap-file-format,How to programmatically write IP packet bytes into PCAP file format? [closed],"2,117",10/3/2013 22:23,"2,295",6
12813529,2,jlengrand,c java ,https://stackoverflow.com/questions/12813529/convert-java-floats-to-c,Convert Java floats to C,10.6k,10/10/2012 6:49,"1,351",6
11771644,2,darasan,c java ,https://stackoverflow.com/questions/11771644/using-ipc-to-combine-multiple-languages,Using IPC to combine multiple languages,225,8/2/2012 5:41,"1,360",6
7794941,2,Yrlec,c java ,https://stackoverflow.com/questions/7794941/optimzing-sse-code,Optimzing SSE-code,"3,223",10/17/2011 14:04,"1,709",6
29487061,4,Tilwaen,c java ,https://stackoverflow.com/questions/29487061/cannot-run-c-program-from-java-using-cygwin,Cannot run C program from Java using Cygwin,397,4/7/2015 8:25,"1,060",6
12497175,2,Javier Mr,c java ,https://stackoverflow.com/questions/12497175/correct-way-to-interact-with-arrays-using-swig,Correct way to interact with arrays using SWIG,"1,830",9/19/2012 14:46,"9,905",6
17514805,2,Jainendra,c java ,https://stackoverflow.com/questions/17514805/behaviour-of-preincrement-and-postincrement-operator-in-c-and-java,Behaviour of PreIncrement and PostIncrement operator in C and Java [duplicate],23.4k,7/7/2013 18:06,743,6
10429146,1,iahsan,c java ,https://stackoverflow.com/questions/10429146/jna-c-dll-debug-howto,JNA C DLL Debug Howto?,115,5/3/2012 10:03,"2,156",6
9905420,2,Poonam Hoshi,c java ,https://stackoverflow.com/questions/9905420/unsatisfiedlinkerror-when-using-jni,UnsatisfiedLinkError when using JNI?,71,3/28/2012 10:15,"2,158",6
14211076,1,Nikhil,c java ,https://stackoverflow.com/questions/14211076/reading-shared-memory-data-using-java-that-is-written-by-c,Reading shared memory data using Java that is written by C++,207,1/8/2013 8:34,"3,819",6
20270828,6,user2991252,c java ,https://stackoverflow.com/questions/20270828/commenting-methods-in-c,Commenting methods in c,757,11/28/2013 16:27,303,6
11952365,2,Svetoslav Marinov,c java ,https://stackoverflow.com/questions/11952365/accessing-an-array-of-pointers-within-a-structure-from-java-with-swig,Accessing an array of pointers within a structure from Java with SWIG,492,8/14/2012 12:33,"1,138",6
8654519,2,Blub,c java ,https://stackoverflow.com/questions/8654519/what-happens-if-i-call-a-java-function-from-multiple-threads-from-c-with-jni,What happens if I call a java function from multiple threads from C with JNI?,11.7k,12/28/2011 10:15,629,6
10499320,2,saplingPro,c java ,https://stackoverflow.com/questions/10499320/what-are-weak-global-references-how-it-is-different-from-a-global-reference,what are weak global references ? How it is different from a global reference?,18.7k,5/8/2012 13:12,"2,918",6
1864076,7,Pandemic21,c java ,https://stackoverflow.com/questions/1864076/equivalent-function-to-cs-getch-in-java,Equivalent function to C's ?????_getch()????? in Java?,61,12/8/2009 1:42,"23,859",6
49154522,2,user3714601,c java ,https://stackoverflow.com/questions/49154522/socket-read-timeout-under-windows-strange-hardcode-in-native-method,Socket read timeout under windows: strange hardcode in native method,"1,070",3/7/2018 14:39,542,6
36428148,1,whd,c java ,https://stackoverflow.com/questions/36428148/different-behaviour-while-comparing-double,Different behaviour while comparing double [duplicate],"1,760",4/5/2016 13:43,116,6
5564237,2,Crazy Chenz,c java ,https://stackoverflow.com/questions/5564237/in-a-c-java-project-what-is-an-appropriate-way-to-manage-the-build,"In a C/Java project, what is an appropriate way to manage the build?",11k,4/6/2011 9:32,192,6
184825,4,lawsonj2019,c java ,https://stackoverflow.com/questions/184825/monitoring-memory-usage-for-a-c-dll-called-with-java-via-jni,Monitoring memory usage for a C DLL called with Java via JNI?,163,10/8/2008 20:48,"6,448",6
13389716,4,josecampos,c java ,https://stackoverflow.com/questions/13389716/capture-c-stderr-from-java-jni,Capture C stderr from Java JNI,811,11/15/2012 0:21,"3,196",6
4656490,2,Steffen Kuehn,c java ,https://stackoverflow.com/questions/4656490/how-to-transfer-a-c-structure-to-java-by-use-of-jni,How to transfer a C structure to java by use of JNI?,61,1/11/2011 10:15,"11,794",6
30173709,0,Ramazan,c java ,https://stackoverflow.com/questions/30173709/jni-setbytearrayregion-does-not-work,JNI - SetByteArrayRegion does not work,939,5/11/2015 17:12,"1,590",6
25303766,1,Rajan1404930,c java ,https://stackoverflow.com/questions/25303766/creating-custom-function-in-sqlite3-in-android,Creating custom function in sqlite3 in android,412,8/14/2014 8:43,"2,475",6
6064990,7,asdfasd,c php ,https://stackoverflow.com/questions/6064990/is-mysql-database-access-speed-limited-primarily-by-the-db-or-by-the-language-u,"Is MySQL database access speed limited primarily by the db, or by the language used to access it?",71,5/19/2011 21:17,460,6
3074908,4,guitar-,c php ,https://stackoverflow.com/questions/3074908/making-a-barebones-php-enabled-web-server-in-c,"Making a barebones, PHP-enabled web server in C?",931,6/19/2010 8:31,"1,783",6
